BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon
01:09:12.695,4357466,40160,492563172,-1229224237
01:09:12.793,4357564,40160,492563172,-1229224237
01:09:12.892,4357664,40140,492563173,-1229224238
01:09:13.002,4357769,40140,492563173,-1229224238
01:09:13.096,4357867,40130,492563173,-1229224239
01:09:13.191,4357964,40120,492563173,-1229224239
01:09:13.293,4358066,40120,492563173,-1229224239
01:09:13.390,4358166,40110,492563173,-1229224240
01:09:13.490,4358266,40110,492563173,-1229224240
01:09:13.592,4358366,40110,492563173,-1229224241
01:09:13.689,4358466,40110,492563173,-1229224241
01:09:13.791,4358564,40110,492563173,-1229224241
01:12:12.045,4537666,40280,492563567,-1229223223
01:12:12.143,4537766,40280,492563568,-1229223222
01:12:12.439,4538064,40280,492563571,-1229223217
01:12:12.541,4538164,40280,492563572,-1229223216
01:12:12.641,4538266,40270,492563573,-1229223215
01:12:12.743,4538369,40270,492563574,-1229223214
01:12:12.845,4538469,40260,492563575,-1229223213
01:12:12.940,4538564,40260,492563576,-1229223211
01:12:13.037,4538666,40250,492563577,-1229223210
01:12:13.142,4538766,40250,492563578,-1229223209
01:12:13.237,4538866,40240,492563579,-1229223208
01:12:13.339,4538966,40240,492563580,-1229223208
01:12:13.438,4539064,40230,492563581,-1229223207
01:12:13.536,4539164,40220,492563582,-1229223206
01:12:13.638,4539269,40220,492563583,-1229223206
01:12:13.739,4539369,40210,492563583,-1229223206
01:12:13.839,4539464,40210,492563584,-1229223205
01:12:13.934,4539566,40200,492563585,-1229223204
01:12:14.036,4539664,40200,492563585,-1229223205
01:12:14.138,4539766,40190,492563585,-1229223205
01:12:14.235,4539866,40190,492563586,-1229223205
01:12:14.334,4539964,40180,492563586,-1229223204
01:12:14.434,4540066,40180,492563587,-1229223204
01:12:14.531,4540164,40170,492563587,-1229223203
01:12:14.633,4540266,40160,492563588,-1229223203
01:12:14.730,4540364,40160,492563588,-1229223202
01:12:14.830,4540464,40150,492563588,-1229223202
01:12:14.930,4540567,40140,492563589,-1229223201
01:12:15.029,4540666,40130,492563589,-1229223201
