BBB Time,Weeks,Secs,,,,,,,
37:37.4,2156,513996700,,0.112268519,0.1,,,,
37:37.5,2156,513996800,,0.115740741,0.1,,,,
37:37.6,2156,513996900,,0.116898148,0.1,,,,
37:37.7,2156,513997000,,0.114583333,0.1,,,,
37:37.8,2156,513997100,,0.113425926,0.1,,,,
37:37.9,2156,513997200,,0.115740741,0.1,,,,
37:38.0,2156,513997300,,0.114583333,0.1,,,,
37:38.1,2156,513997400,,0.115740741,0.1,,,,
37:38.2,2156,513997500,,0.116898148,0.1,,,,
37:38.3,2156,513997600,,0.114583333,0.1,,,,
37:38.4,2156,513997700,,0.167824074,0.1,,,,
37:38.5,2156,513997800,,0.0625,0.1,,,,
37:38.6,2156,513997900,,0.115740741,0.1,,,,
37:38.7,2156,513998000,,0.114583333,0.1,,,,
37:38.8,2156,513998100,,0.114583333,0.1,,,,
37:38.9,2156,513998200,,0.114583333,0.1,,,,
37:39.0,2156,513998300,,0.119212963,0.1,,,,
37:39.1,2156,513998400,,0.111111111,0.1,,,,
37:39.2,2156,513998500,,0.116898148,0.1,,,,
37:39.3,2156,513998600,,0.114583333,0.1,,,,
37:39.4,2156,513998700,,0.115740741,0.1,,,,
37:39.5,2156,513998800,,0.113425926,0.1,,,,
37:39.6,2156,513998900,,0.114583333,0.1,,,,
37:39.7,2156,513999000,,0.116898148,0.1,,,,
37:39.8,2156,513999100,,0.113425926,0.1,,,,
37:39.9,2156,513999200,,0.114583333,0.1,,,,
37:40.0,2156,513999300,,0.118055556,0.1,,,,
37:40.1,2156,513999400,,0.112268519,0.1,,,,
37:40.2,2156,513999500,,0.116898148,0.1,,,,
37:40.3,2156,513999600,,0.118055556,0.1,,,,
37:40.4,2156,513999700,,0.164351852,0.1,,,,
37:40.5,2156,513999800,,0.0625,0.1,,,,
37:40.6,2156,513999900,,0.113425926,0.1,,,,
37:40.7,2156,514000000,,0.116898148,0.1,,,,
37:40.8,2156,514000100,,0.114583333,0.1,,,,
37:40.8,2156,514000200,,0.114583333,0.1,,,,
37:41.0,2156,514000300,,0.115740741,0.1,,,,
37:41.0,2156,514000400,,0.114583333,0.1,,,,
37:41.1,2156,514000500,,0.115740741,0.1,,,,
37:41.2,2156,514000600,,0.115740741,0.1,,,,
37:41.3,2156,514000700,,0.115740741,0.1,,,,
37:41.4,2156,514000800,,0.113425926,0.1,,,,
37:41.5,2156,514000900,,0.114583333,0.1,,,,
37:41.6,2156,514001000,,0.115740741,0.1,,,,
37:41.7,2156,514001100,,0.114583333,0.1,,,,
37:41.8,2156,514001200,,0.114583333,0.1,,,,
37:41.9,2156,514001300,,0.115740741,0.1,,,,
37:42.0,2156,514001400,,0.114583333,0.1,,,,
37:42.1,2156,514001500,,0.115740741,0.1,,,,
37:42.2,2156,514001600,,0.119212963,0.1,,,,
37:42.4,2156,514001700,,0.164351852,0.1,,,,
37:42.4,2156,514001800,,0.061342593,0.1,,,,
37:42.5,2156,514001900,,0.114583333,0.1,,,,
37:42.6,2156,514002000,,0.116898148,0.1,,,,
37:42.7,2156,514002100,,0.113425926,0.1,,,,
37:42.8,2156,514002200,,0.114583333,0.1,,,,
37:42.9,2156,514002300,,0.115740741,0.1,,,,
37:43.0,2156,514002400,,0.114583333,0.1,,,,
37:43.1,2156,514002500,,0.116898148,0.1,,,,
37:43.2,2156,514002600,,0.116898148,0.1,,,,
37:43.3,2156,514002700,,0.114583333,0.1,,,,
37:43.4,2156,514002800,,0.113425926,0.1,,,,
37:43.5,2156,514002900,,0.114583333,0.1,,,,
37:43.6,2156,514003000,,0.115740741,0.1,,,,
37:43.7,2156,514003100,,0.114583333,0.1,,,,
37:43.8,2156,514003200,,0.114583333,0.1,,,,
37:43.9,2156,514003300,,0.115740741,0.1,,,,
37:44.0,2156,514003400,,0.114583333,0.1,,,,
37:44.1,2156,514003500,,0.115740741,0.1,,,,
37:44.2,2156,514003600,,0.114583333,0.1,,,,
37:44.4,2156,514003700,,0.170138889,0.1,,,,
37:44.4,2156,514003800,,0.0625,0.1,,,,
37:44.5,2156,514003900,,0.113425926,0.1,,,,
37:44.6,2156,514004000,,0.115740741,0.1,,,,
37:44.7,2156,514004100,,0.114583333,0.1,,,,
37:44.8,2156,514004200,,0.115740741,0.1,,,,
37:44.9,2156,514004300,,0.115740741,0.1,,,,
37:45.0,2156,514004400,,0.113425926,0.1,,,,
37:45.1,2156,514004500,,0.115740741,0.1,,,,
37:45.2,2156,514004600,,0.114583333,0.1,,,,
37:45.3,2156,514004700,,0.116898148,0.1,,,,
37:45.4,2156,514004800,,0.115740741,0.1,,,,
37:45.5,2156,514004900,,0.113425926,0.1,,,,
37:45.6,2156,514005000,,0.115740741,0.1,,,,
37:45.7,2156,514005100,,0.114583333,0.1,,,,
37:45.8,2156,514005200,,0.114583333,0.1,,,,
37:45.9,2156,514005300,,0.115740741,0.1,,,,
37:46.0,2156,514005400,,0.114583333,0.1,,,,
37:46.1,2156,514005500,,0.116898148,0.1,,,,
37:46.2,2156,514005600,,0.113425926,0.1,,,,
37:46.4,2156,514005700,,0.171296296,0.1,,,,
37:46.4,2156,514005800,,0.060185185,0.1,,,,
37:46.5,2156,514005900,,0.113425926,0.1,,,,
37:46.6,2156,514006000,,0.116898148,0.1,,,,
37:46.7,2156,514006100,,0.114583333,0.1,,,,
37:46.8,2156,514006200,,0.114583333,0.1,,,,
37:46.9,2156,514006300,,0.115740741,0.1,,,,
37:47.0,2156,514006400,,0.114583333,0.1,,,,
37:47.1,2156,514006500,,0.115740741,0.1,,,,
37:47.2,2156,514006600,,0.118055556,0.1,,,,
37:47.3,2156,514006700,,0.115740741,0.1,,,,
37:47.4,2156,514006800,,0.109953704,0.1,,,,
37:47.5,2156,514006900,,0.118055556,0.1,,,,
37:47.6,2156,514007000,,0.115740741,0.1,,,,
37:47.7,2156,514007100,,0.113425926,0.1,,,,
37:47.8,2156,514007200,,0.115740741,0.1,,,,
37:47.9,2156,514007300,,0.115740741,0.1,,,,
37:48.0,2156,514007400,,0.113425926,0.1,,,,
37:48.1,2156,514007500,,0.116898148,0.1,,,,
37:48.2,2156,514007600,,0.114583333,0.1,,,,
37:48.4,2156,514007700,,0.166666667,0.1,,,,
37:48.4,2156,514007800,,0.063657407,0.1,,,,
37:48.5,2156,514007900,,0.118055556,0.1,,,,
37:48.6,2156,514008000,,0.113425926,0.1,,,,
37:48.7,2156,514008100,,0.112268519,0.1,,,,
37:48.8,2156,514008200,,0.115740741,0.1,,,,
37:48.9,2156,514008300,,0.114583333,0.1,,,,
37:49.0,2156,514008400,,0.115740741,0.1,,,,
37:49.1,2156,514008500,,0.115740741,0.1,,,,
37:49.2,2156,514008600,,0.114583333,0.1,,,,
37:49.3,2156,514008700,,0.114583333,0.1,,,,
37:49.4,2156,514008800,,0.115740741,0.1,,,,
37:49.5,2156,514008900,,0.116898148,0.1,,,,
37:49.6,2156,514009000,,0.114583333,0.1,,,,
37:49.7,2156,514009100,,0.113425926,0.1,,,,
37:49.8,2156,514009200,,0.126157407,0.1,,,,
37:49.9,2156,514009300,,0.104166667,0.1,,,,
37:50.0,2156,514009400,,0.115740741,0.1,,,,
37:50.1,2156,514009500,,0.114583333,0.1,,,,
37:50.2,2156,514009600,,0.114583333,0.1,,,,
37:50.3,2156,514009700,,0.168981481,0.1,,,,
37:50.4,2156,514009800,,0.063657407,0.1,,,,
37:50.5,2156,514009900,,0.113425926,0.1,,,,
37:50.6,2156,514010000,,0.115740741,0.1,,,,
37:50.7,2156,514010100,,0.113425926,0.1,,,,
37:50.8,2156,514010200,,0.115740741,0.1,,,,
37:50.9,2156,514010300,,0.114583333,0.1,,,,
37:51.0,2156,514010400,,0.115740741,0.1,,,,
37:51.1,2156,514010500,,0.115740741,0.1,,,,
37:51.2,2156,514010600,,0.114583333,0.1,,,,
37:51.3,2156,514010700,,0.114583333,0.1,,,,
37:51.4,2156,514010800,,0.116898148,0.1,,,,
37:51.5,2156,514010900,,0.114583333,0.1,,,,
37:51.6,2156,514011000,,0.115740741,0.1,,,,
37:51.7,2156,514011100,,0.111111111,0.1,,,,
37:51.8,2156,514011200,,0.115740741,0.1,,,,
37:51.9,2156,514011300,,0.114583333,0.1,,,,
37:52.0,2156,514011400,,0.115740741,0.1,,,,
37:52.1,2156,514011500,,0.115740741,0.1,,,,
37:52.2,2156,514011600,,0.114583333,0.1,,,,
37:52.3,2156,514011700,,0.170138889,0.1,,,,
37:52.4,2156,514011800,,0.061342593,0.1,,,,
37:52.5,2156,514011900,,0.118055556,0.1,,,,
37:52.6,2156,514012000,,0.114583333,0.1,,,,
37:52.7,2156,514012100,,0.111111111,0.1,,,,
37:52.8,2156,514012200,,0.114583333,0.1,,,,
37:52.9,2156,514012300,,0.115740741,0.1,,,,
37:53.0,2156,514012400,,0.114583333,0.1,,,,
37:53.1,2156,514012500,,0.118055556,0.1,,,,
37:53.2,2156,514012600,,0.112268519,0.1,,,,
37:53.3,2156,514012700,,0.114583333,0.1,,,,
37:53.4,2156,514012800,,0.115740741,0.1,,,,
37:53.5,2156,514012900,,0.115740741,0.1,,,,
37:53.6,2156,514013000,,0.118055556,0.1,,,,
37:53.7,2156,514013100,,0.112268519,0.1,,,,
37:53.8,2156,514013200,,0.113425926,0.1,,,,
37:53.9,2156,514013300,,0.115740741,0.1,,,,
37:54.0,2156,514013400,,0.114583333,0.1,,,,
37:54.1,2156,514013500,,0.115740741,0.1,,,,
37:54.2,2156,514013600,,0.114583333,0.1,,,,
37:54.3,2156,514013700,,0.171296296,0.1,,,,
37:54.4,2156,514013800,,0.059027778,0.1,,,,
37:54.5,2156,514013900,,0.116898148,0.1,,,,
37:54.6,2156,514014000,,0.116898148,0.1,,,,
37:54.7,2156,514014100,,0.111111111,0.1,,,,
37:54.8,2156,514014200,,0.115740741,0.1,,,,
37:54.9,2156,514014300,,0.115740741,0.1,,,,
37:55.0,2156,514014400,,0.118055556,0.1,,,,
37:55.1,2156,514014500,,0.113425926,0.1,,,,
37:55.2,2156,514014600,,0.114583333,0.1,,,,
37:55.3,2156,514014700,,0.116898148,0.1,,,,
37:55.4,2156,514014800,,0.113425926,0.1,,,,
37:55.5,2156,514014900,,0.118055556,0.1,,,,
37:55.6,2156,514015000,,0.114583333,0.1,,,,
37:55.7,2156,514015100,,0.111111111,0.1,,,,
37:55.8,2156,514015200,,0.114583333,0.1,,,,
37:55.9,2156,514015300,,0.115740741,0.1,,,,
37:56.0,2156,514015400,,0.114583333,0.1,,,,
37:56.1,2156,514015500,,0.12037037,0.1,,,,
37:56.2,2156,514015600,,0.109953704,0.1,,,,
37:56.3,2156,514015700,,0.170138889,0.1,,,,
37:56.4,2156,514015800,,0.060185185,0.1,,,,
37:56.5,2156,514015900,,0.116898148,0.1,,,,
37:56.6,2156,514016000,,0.114583333,0.1,,,,
37:56.7,2156,514016100,,0.115740741,0.1,,,,
37:56.8,2156,514016200,,0.113425926,0.1,,,,
37:56.9,2156,514016300,,0.114583333,0.1,,,,
37:57.0,2156,514016400,,0.115740741,0.1,,,,
37:57.1,2156,514016500,,0.116898148,0.1,,,,
37:57.2,2156,514016600,,0.116898148,0.1,,,,
37:57.3,2156,514016700,,0.111111111,0.1,,,,
37:57.4,2156,514016800,,0.119212963,0.1,,,,
37:57.5,2156,514016900,,0.111111111,0.1,,,,
37:57.6,2156,514017000,,0.115740741,0.1,,,,
37:57.7,2156,514017100,,0.116898148,0.1,,,,
37:57.8,2156,514017200,,0.116898148,0.1,,,,
37:57.9,2156,514017300,,0.114583333,0.1,,,,
37:58.0,2156,514017400,,0.115740741,0.1,,,,
37:58.1,2156,514017500,,0.115740741,0.1,,,,
37:58.2,2156,514017600,,0.113425926,0.1,,,,
37:58.3,2156,514017700,,0.166666667,0.1,,,,
37:58.4,2156,514017800,,0.064814815,0.1,,,,
37:58.5,2156,514017900,,0.109953704,0.1,,,,
37:58.6,2156,514018000,,0.121527778,0.1,,,,
37:58.7,2156,514018100,,0.109953704,0.1,,,,
37:58.7,2156,514018200,,0.113425926,0.1,,,,
37:58.9,2156,514018300,,0.115740741,0.1,,,,
37:58.9,2156,514018400,,0.114583333,0.1,,,,
37:59.0,2156,514018500,,0.115740741,0.1,,,,
37:59.1,2156,514018600,,0.114583333,0.1,,,,
37:59.2,2156,514018700,,0.114583333,0.1,,,,
37:59.3,2156,514018800,,0.114583333,0.1,,,,
37:59.4,2156,514018900,,0.114583333,0.1,,,,
37:59.5,2156,514019000,,0.119212963,0.1,,,,
37:59.6,2156,514019100,,0.112268519,0.1,,,,
37:59.7,2156,514019200,,0.115740741,0.1,,,,
37:59.8,2156,514019300,,0.114583333,0.1,,,,
37:59.9,2156,514019400,,0.118055556,0.1,,,,
38:00.0,2156,514019500,,0.111111111,0.1,,,,
38:00.1,2156,514019600,,0.114583333,0.1,,,,
38:00.3,2156,514019700,,0.171296296,0.1,,,,
38:00.3,2156,514019800,,0.059027778,0.1,,,,
38:00.4,2156,514019900,,0.115740741,0.1,,,,
38:00.5,2156,514020000,,0.119212963,0.1,,,,
38:00.6,2156,514020100,,0.113425926,0.1,,,,
38:00.7,2156,514020200,,0.115740741,0.1,,,,
38:00.8,2156,514020300,,0.113425926,0.1,,,,
38:00.9,2156,514020400,,0.113425926,0.1,,,,
38:01.0,2156,514020500,,0.116898148,0.1,,,,
38:01.1,2156,514020600,,0.113425926,0.1,,,,
38:01.2,2156,514020700,,0.115740741,0.1,,,,
38:01.3,2156,514020800,,0.114583333,0.1,,,,
38:01.4,2156,514020900,,0.115740741,0.1,,,,
38:01.5,2156,514021000,,0.115740741,0.1,,,,
38:01.6,2156,514021100,,0.115740741,0.1,,,,
38:01.7,2156,514021200,,0.114583333,0.1,,,,
38:01.8,2156,514021300,,0.113425926,0.1,,,,
38:01.9,2156,514021400,,0.115740741,0.1,,,,
38:02.0,2156,514021500,,0.116898148,0.1,,,,
38:02.1,2156,514021600,,0.114583333,0.1,,,,
38:02.3,2156,514021700,,0.168981481,0.1,,,,
38:02.3,2156,514021800,,0.063657407,0.1,,,,
38:02.4,2156,514021900,,0.111111111,0.1,,,,
38:02.5,2156,514022000,,0.116898148,0.1,,,,
38:02.6,2156,514022100,,0.115740741,0.1,,,,
38:02.7,2156,514022200,,0.114583333,0.1,,,,
38:02.8,2156,514022300,,0.113425926,0.1,,,,
38:02.9,2156,514022400,,0.119212963,0.1,,,,
38:03.0,2156,514022500,,0.112268519,0.1,,,,
38:03.1,2156,514022600,,0.113425926,0.1,,,,
38:03.2,2156,514022700,,0.115740741,0.1,,,,
38:03.3,2156,514022800,,0.12037037,0.1,,,,
38:03.4,2156,514022900,,0.109953704,0.1,,,,
38:03.5,2156,514023000,,0.116898148,0.1,,,,
38:03.6,2156,514023100,,0.115740741,0.1,,,,
38:03.7,2156,514023200,,0.113425926,0.1,,,,
38:03.8,2156,514023300,,0.118055556,0.1,,,,
38:03.9,2156,514023400,,0.111111111,0.1,,,,
38:04.0,2156,514023500,,0.116898148,0.1,,,,
38:04.1,2156,514023600,,0.116898148,0.1,,,,
38:04.3,2156,514023700,,0.166666667,0.1,,,,
38:04.3,2156,514023800,,0.060185185,0.1,,,,
38:04.4,2156,514023900,,0.114583333,0.1,,,,
38:04.5,2156,514024000,,0.116898148,0.1,,,,
38:04.6,2156,514024100,,0.118055556,0.1,,,,
38:04.7,2156,514024200,,0.113425926,0.1,,,,
38:04.8,2156,514024300,,0.114583333,0.1,,,,
38:04.9,2156,514024400,,0.114583333,0.1,,,,
38:05.0,2156,514024500,,0.113425926,0.1,,,,
38:05.1,2156,514024600,,0.114583333,0.1,,,,
38:05.2,2156,514024700,,0.115740741,0.1,,,,
38:05.3,2156,514024800,,0.114583333,0.1,,,,
38:05.4,2156,514024900,,0.114583333,0.1,,,,
38:05.5,2156,514025000,,0.12037037,0.1,,,,
38:05.6,2156,514025100,,0.112268519,0.1,,,,
38:05.7,2156,514025200,,0.114583333,0.1,,,,
38:05.8,2156,514025300,,0.114583333,0.1,,,,
38:05.9,2156,514025400,,0.113425926,0.1,,,,
38:06.0,2156,514025500,,0.12037037,0.1,,,,
38:06.1,2156,514025600,,0.114583333,0.1,,,,
38:06.3,2156,514025700,,0.166666667,0.1,,,,
38:06.3,2156,514025800,,0.059027778,0.1,,,,
38:06.4,2156,514025900,,0.116898148,0.1,,,,
38:06.5,2156,514026000,,0.115740741,0.1,,,,
38:06.6,2156,514026100,,0.118055556,0.1,,,,
38:06.7,2156,514026200,,0.113425926,0.1,,,,
38:06.8,2156,514026300,,0.112268519,0.1,,,,
38:06.9,2156,514026400,,0.113425926,0.1,,,,
38:07.0,2156,514026500,,0.118055556,0.1,,,,
38:07.1,2156,514026600,,0.112268519,0.1,,,,
38:07.2,2156,514026700,,0.116898148,0.1,,,,
38:07.3,2156,514026800,,0.113425926,0.1,,,,
38:07.4,2156,514026900,,0.114583333,0.1,,,,
38:07.5,2156,514027000,,0.116898148,0.1,,,,
38:07.6,2156,514027100,,0.113425926,0.1,,,,
38:07.7,2156,514027200,,0.115740741,0.1,,,,
38:07.8,2156,514027300,,0.114583333,0.1,,,,
38:07.9,2156,514027400,,0.115740741,0.1,,,,
38:08.0,2156,514027500,,0.115740741,0.1,,,,
38:08.1,2156,514027600,,0.114583333,0.1,,,,
38:08.2,2156,514027700,,0.170138889,0.1,,,,
38:08.3,2156,514027800,,0.059027778,0.1,,,,
38:08.4,2156,514027900,,0.115740741,0.1,,,,
38:08.5,2156,514028000,,0.116898148,0.1,,,,
38:08.6,2156,514028100,,0.113425926,0.1,,,,
38:08.7,2156,514028200,,0.114583333,0.1,,,,
38:08.8,2156,514028300,,0.116898148,0.1,,,,
38:08.9,2156,514028400,,0.113425926,0.1,,,,
38:09.0,2156,514028500,,0.119212963,0.1,,,,
38:09.1,2156,514028600,,0.109953704,0.1,,,,
38:09.2,2156,514028700,,0.114583333,0.1,,,,
38:09.3,2156,514028800,,0.115740741,0.1,,,,
38:09.4,2156,514028900,,0.114583333,0.1,,,,
38:09.5,2156,514029000,,0.115740741,0.1,,,,
38:09.6,2156,514029100,,0.114583333,0.1,,,,
38:09.7,2156,514029200,,0.118055556,0.1,,,,
38:09.8,2156,514029300,,0.111111111,0.1,,,,
38:09.9,2156,514029400,,0.118055556,0.1,,,,
38:10.0,2156,514029500,,0.115740741,0.1,,,,
38:10.1,2156,514029600,,0.113425926,0.1,,,,
38:10.2,2156,514029700,,0.171296296,0.1,,,,
38:10.3,2156,514029800,,0.059027778,0.1,,,,
38:10.4,2156,514029900,,0.114583333,0.1,,,,
38:10.5,2156,514030000,,0.116898148,0.1,,,,
38:10.6,2156,514030100,,0.113425926,0.1,,,,
38:10.7,2156,514030200,,0.116898148,0.1,,,,
38:10.8,2156,514030300,,0.114583333,0.1,,,,
38:10.9,2156,514030400,,0.116898148,0.1,,,,
38:11.0,2156,514030500,,0.113425926,0.1,,,,
38:11.1,2156,514030600,,0.114583333,0.1,,,,
38:11.2,2156,514030700,,0.114583333,0.1,,,,
38:11.3,2156,514030800,,0.115740741,0.1,,,,
38:11.4,2156,514030900,,0.114583333,0.1,,,,
38:11.5,2156,514031000,,0.115740741,0.1,,,,
38:11.6,2156,514031100,,0.115740741,0.1,,,,
38:11.7,2156,514031200,,0.115740741,0.1,,,,
38:11.8,2156,514031300,,0.114583333,0.1,,,,
38:11.9,2156,514031400,,0.115740741,0.1,,,,
38:12.0,2156,514031500,,0.113425926,0.1,,,,
38:12.1,2156,514031600,,0.114583333,0.1,,,,
38:12.2,2156,514031700,,0.172453704,0.1,,,,
38:12.3,2156,514031800,,0.05787037,0.1,,,,
38:12.4,2156,514031900,,0.114583333,0.1,,,,
38:12.5,2156,514032000,,0.115740741,0.1,,,,
38:12.6,2156,514032100,,0.115740741,0.1,,,,
38:12.7,2156,514032200,,0.118055556,0.1,,,,
38:12.8,2156,514032300,,0.113425926,0.1,,,,
38:12.9,2156,514032400,,0.115740741,0.1,,,,
38:13.0,2156,514032500,,0.113425926,0.1,,,,
38:13.1,2156,514032600,,0.114583333,0.1,,,,
38:13.2,2156,514032700,,0.114583333,0.1,,,,
38:13.3,2156,514032800,,0.114583333,0.1,,,,
38:13.4,2156,514032900,,0.115740741,0.1,,,,
38:13.5,2156,514033000,,0.115740741,0.1,,,,
38:13.6,2156,514033100,,0.114583333,0.1,,,,
38:13.7,2156,514033200,,0.114583333,0.1,,,,
38:13.8,2156,514033300,,0.119212963,0.1,,,,
38:13.9,2156,514033400,,0.113425926,0.1,,,,
38:14.0,2156,514033500,,0.113425926,0.1,,,,
38:14.1,2156,514033600,,0.114583333,0.1,,,,
38:14.2,2156,514033700,,0.172453704,0.1,,,,
38:14.3,2156,514033800,,0.0625,0.1,,,,
38:14.4,2156,514033900,,0.109953704,0.1,,,,
38:14.5,2156,514034000,,0.115740741,0.1,,,,
38:14.6,2156,514034100,,0.114583333,0.1,,,,
38:14.7,2156,514034200,,0.119212963,0.1,,,,
38:14.8,2156,514034300,,0.116898148,0.1,,,,
38:14.9,2156,514034400,,0.111111111,0.1,,,,
38:15.0,2156,514034500,,0.115740741,0.1,,,,
38:15.1,2156,514034600,,0.114583333,0.1,,,,
38:15.2,2156,514034700,,0.113425926,0.1,,,,
38:15.3,2156,514034800,,0.115740741,0.1,,,,
38:15.4,2156,514034900,,0.114583333,0.1,,,,
38:15.5,2156,514035000,,0.115740741,0.1,,,,
38:15.6,2156,514035100,,0.114583333,0.1,,,,
38:15.7,2156,514035200,,0.114583333,0.1,,,,
38:15.8,2156,514035300,,0.114583333,0.1,,,,
38:15.9,2156,514035400,,0.116898148,0.1,,,,
38:16.0,2156,514035500,,0.116898148,0.1,,,,
38:16.1,2156,514035600,,0.113425926,0.1,,,,
38:16.2,2156,514035700,,0.172453704,0.1,,,,
38:16.3,2156,514035800,,0.05787037,0.1,,,,
38:16.4,2156,514035900,,0.118055556,0.1,,,,
38:16.5,2156,514036000,,0.112268519,0.1,,,,
38:16.5,2156,514036100,,0.114583333,0.1,,,,
38:16.7,2156,514036200,,0.119212963,0.1,,,,
38:16.8,2156,514036300,,0.113425926,0.1,,,,
38:16.9,2156,514036400,,0.114583333,0.1,,,,
38:17.0,2156,514036500,,0.116898148,0.1,,,,
38:17.0,2156,514036600,,0.112268519,0.1,,,,
38:17.1,2156,514036700,,0.114583333,0.1,,,,
38:17.2,2156,514036800,,0.115740741,0.1,,,,
38:17.3,2156,514036900,,0.114583333,0.1,,,,
38:17.4,2156,514037000,,0.12037037,0.1,,,,
38:17.5,2156,514037100,,0.109953704,0.1,,,,
38:17.6,2156,514037200,,0.114583333,0.1,,,,
38:17.7,2156,514037300,,0.114583333,0.1,,,,
38:17.8,2156,514037400,,0.118055556,0.1,,,,
38:17.9,2156,514037500,,0.115740741,0.1,,,,
38:18.0,2156,514037600,,0.111111111,0.1,,,,
38:18.2,2156,514037700,,0.174768519,0.1,,,,
38:18.2,2156,514037800,,0.060185185,0.1,,,,
38:18.3,2156,514037900,,0.115740741,0.1,,,,
38:18.4,2156,514038000,,0.111111111,0.1,,,,
38:18.5,2156,514038100,,0.118055556,0.1,,,,
38:18.6,2156,514038200,,0.114583333,0.1,,,,
38:18.8,2156,514038300,,0.153935185,0.1,,,,
38:18.8,2156,514038400,,0.076388889,0.1,,,,
38:18.9,2156,514038500,,0.115740741,0.1,,,,
38:19.0,2156,514038600,,0.113425926,0.1,,,,
38:19.1,2156,514038700,,0.113425926,0.1,,,,
38:19.3,2156,514038800,,0.153935185,0.1,,,,
38:19.3,2156,514038900,,0.076388889,0.1,,,,
38:19.4,2156,514039000,,0.115740741,0.1,,,,
38:19.5,2156,514039100,,0.114583333,0.1,,,,
38:19.6,2156,514039200,,0.114583333,0.1,,,,
38:19.8,2156,514039300,,0.153935185,0.1,,,,
38:19.8,2156,514039400,,0.077546296,0.1,,,,
38:19.9,2156,514039500,,0.119212963,0.1,,,,
38:20.0,2156,514039600,,0.112268519,0.1,,,,
38:20.2,2156,514039700,,0.171296296,0.1,,,,
38:20.3,2156,514039800,,0.099537037,0.1,,,,
38:20.3,2156,514039900,,0.075231481,0.1,,,,
38:20.4,2156,514040000,,0.113425926,0.1,,,,
38:20.5,2156,514040100,,0.118055556,0.1,,,,
38:20.6,2156,514040200,,0.114583333,0.1,,,,
38:20.8,2156,514040300,,0.152777778,0.1,,,,
38:20.8,2156,514040400,,0.077546296,0.1,,,,
38:20.9,2156,514040500,,0.113425926,0.1,,,,
38:21.0,2156,514040600,,0.115740741,0.1,,,,
38:21.1,2156,514040700,,0.112268519,0.1,,,,
38:21.3,2156,514040800,,0.152777778,0.1,,,,
38:21.3,2156,514040900,,0.077546296,0.1,,,,
38:21.4,2156,514041000,,0.116898148,0.1,,,,
38:21.5,2156,514041100,,0.113425926,0.1,,,,
38:21.6,2156,514041200,,0.118055556,0.1,,,,
38:21.8,2156,514041300,,0.153935185,0.1,,,,
38:21.8,2156,514041400,,0.076388889,0.1,,,,
38:21.9,2156,514041500,,0.119212963,0.1,,,,
38:22.0,2156,514041600,,0.111111111,0.1,,,,
38:22.2,2156,514041700,,0.171296296,0.1,,,,
38:22.3,2156,514041800,,0.094907407,0.1,,,,
38:22.3,2156,514041900,,0.076388889,0.1,,,,
38:22.4,2156,514042000,,0.116898148,0.1,,,,
38:22.5,2156,514042100,,0.114583333,0.1,,,,
38:22.6,2156,514042200,,0.116898148,0.1,,,,
38:22.8,2156,514042300,,0.153935185,0.1,,,,
38:22.8,2156,514042400,,0.076388889,0.1,,,,
38:22.9,2156,514042500,,0.114583333,0.1,,,,
38:23.0,2156,514042600,,0.115740741,0.1,,,,
38:23.1,2156,514042700,,0.115740741,0.1,,,,
38:23.2,2156,514042800,,0.15162037,0.1,,,,
38:23.3,2156,514042900,,0.076388889,0.1,,,,
38:23.4,2156,514043000,,0.116898148,0.1,,,,
38:23.5,2156,514043100,,0.114583333,0.1,,,,
38:23.6,2156,514043200,,0.114583333,0.1,,,,
38:23.7,2156,514043300,,0.152777778,0.1,,,,
38:23.8,2156,514043400,,0.077546296,0.1,,,,
38:23.9,2156,514043500,,0.119212963,0.1,,,,
38:24.0,2156,514043600,,0.112268519,0.1,,,,
38:24.2,2156,514043700,,0.173611111,0.1,,,,
38:24.2,2156,514043800,,0.091435185,0.1,,,,
38:24.3,2156,514043900,,0.077546296,0.1,,,,
38:24.4,2156,514044000,,0.12037037,0.1,,,,
38:24.5,2156,514044100,,0.109953704,0.1,,,,
38:24.6,2156,514044200,,0.119212963,0.1,,,,
38:24.7,2156,514044300,,0.146990741,0.1,,,,
38:24.8,2156,514044400,,0.082175926,0.1,,,,
38:24.9,2156,514044500,,0.113425926,0.1,,,,
38:25.0,2156,514044600,,0.116898148,0.1,,,,
38:25.1,2156,514044700,,0.111111111,0.1,,,,
38:25.2,2156,514044800,,0.15162037,0.1,,,,
38:25.3,2156,514044900,,0.079861111,0.1,,,,
38:25.4,2156,514045000,,0.114583333,0.1,,,,
38:25.5,2156,514045100,,0.114583333,0.1,,,,
38:25.6,2156,514045200,,0.114583333,0.1,,,,
38:25.7,2156,514045300,,0.152777778,0.1,,,,
38:25.8,2156,514045400,,0.077546296,0.1,,,,
38:25.9,2156,514045500,,0.116898148,0.1,,,,
38:26.0,2156,514045600,,0.115740741,0.1,,,,
38:26.2,2156,514045700,,0.175925926,0.1,,,,
38:26.2,2156,514045800,,0.075231481,0.1,,,,
38:26.3,2156,514045900,,0.09837963,0.1,,,,
38:26.4,2156,514046000,,0.114583333,0.1,,,,
38:26.5,2156,514046100,,0.113425926,0.1,,,,
38:26.6,2156,514046200,,0.115740741,0.1,,,,
38:26.7,2156,514046300,,0.133101852,0.1,,,,
38:26.8,2156,514046400,,0.099537037,0.1,,,,
38:26.9,2156,514046500,,0.111111111,0.1,,,,
