BBB Time,Weeks,Secs,,,,,,,
29:47.3,2156,513524100,,0.114583333,0.1,,,,
29:47.4,2156,513524200,,0.114583333,0.1,,,,
29:47.5,2156,513524300,,0.114583333,0.1,,,,
29:47.6,2156,513524400,,0.116898148,0.1,,,,
29:47.7,2156,513524500,,0.114583333,0.1,,,,
29:47.8,2156,513524600,,0.113425926,0.1,,,,
29:47.9,2156,513524700,,0.115740741,0.1,,,,
29:48.0,2156,513524800,,0.115740741,0.1,,,,
29:48.1,2156,513524900,,0.115740741,0.1,,,,
29:48.2,2156,513525000,,0.116898148,0.1,,,,
29:48.3,2156,513525100,,0.112268519,0.1,,,,
29:48.4,2156,513525200,,0.115740741,0.1,,,,
29:48.5,2156,513525300,,0.115740741,0.1,,,,
29:48.6,2156,513525400,,0.115740741,0.1,,,,
29:48.7,2156,513525500,,0.114583333,0.1,,,,
29:48.9,2156,513525600,,0.226851852,0.1,,,,
29:48.9,2156,513525700,,0.023148148,0.1,,,,
29:49.0,2156,513525800,,0.09375,0.1,,,,
29:49.1,2156,513525900,,0.118055556,0.1,,,,
29:49.2,2156,513526000,,0.115740741,0.1,,,,
29:49.3,2156,513526100,,0.114583333,0.1,,,,
29:49.4,2156,513526200,,0.113425926,0.1,,,,
29:49.5,2156,513526300,,0.118055556,0.1,,,,
29:49.6,2156,513526400,,0.113425926,0.1,,,,
29:49.7,2156,513526500,,0.114583333,0.1,,,,
29:49.8,2156,513526600,,0.114583333,0.1,,,,
29:49.9,2156,513526700,,0.114583333,0.1,,,,
29:50.0,2156,513526800,,0.114583333,0.1,,,,
29:50.1,2156,513526900,,0.115740741,0.1,,,,
29:50.2,2156,513527000,,0.118055556,0.1,,,,
29:50.3,2156,513527100,,0.113425926,0.1,,,,
29:50.4,2156,513527200,,0.116898148,0.1,,,,
29:50.5,2156,513527300,,0.118055556,0.1,,,,
29:50.6,2156,513527400,,0.113425926,0.1,,,,
29:50.7,2156,513527500,,0.116898148,0.1,,,,
29:50.9,2156,513527600,,0.222222222,0.1,,,,
29:50.9,2156,513527700,,0.023148148,0.1,,,,
29:51.0,2156,513527800,,0.097222222,0.1,,,,
29:51.1,2156,513527900,,0.115740741,0.1,,,,
29:51.2,2156,513528000,,0.115740741,0.1,,,,
29:51.3,2156,513528100,,0.114583333,0.1,,,,
29:51.4,2156,513528200,,0.119212963,0.1,,,,
29:51.5,2156,513528300,,0.114583333,0.1,,,,
29:51.6,2156,513528400,,0.112268519,0.1,,,,
29:51.7,2156,513528500,,0.116898148,0.1,,,,
29:51.8,2156,513528600,,0.112268519,0.1,,,,
29:51.9,2156,513528700,,0.115740741,0.1,,,,
29:52.0,2156,513528800,,0.114583333,0.1,,,,
29:52.1,2156,513528900,,0.115740741,0.1,,,,
29:52.2,2156,513529000,,0.115740741,0.1,,,,
29:52.3,2156,513529100,,0.114583333,0.1,,,,
29:52.3,2156,513529200,,0.114583333,0.1,,,,
29:52.4,2156,513529300,,0.115740741,0.1,,,,
29:52.5,2156,513529400,,0.115740741,0.1,,,,
29:52.7,2156,513529500,,0.116898148,0.1,,,,
29:52.8,2156,513529600,,0.222222222,0.1,,,,
29:52.9,2156,513529700,,0.023148148,0.1,,,,
29:52.9,2156,513529800,,0.097222222,0.1,,,,
29:53.0,2156,513529900,,0.114583333,0.1,,,,
29:53.2,2156,513530000,,0.121527778,0.1,,,,
29:53.2,2156,513530100,,0.109953704,0.1,,,,
29:53.3,2156,513530200,,0.114583333,0.1,,,,
29:53.4,2156,513530300,,0.115740741,0.1,,,,
29:53.5,2156,513530400,,0.115740741,0.1,,,,
29:53.6,2156,513530500,,0.118055556,0.1,,,,
29:53.7,2156,513530600,,0.111111111,0.1,,,,
29:53.8,2156,513530700,,0.114583333,0.1,,,,
29:53.9,2156,513530800,,0.115740741,0.1,,,,
29:54.0,2156,513530900,,0.114583333,0.1,,,,
29:54.1,2156,513531000,,0.115740741,0.1,,,,
29:54.2,2156,513531100,,0.115740741,0.1,,,,
29:54.3,2156,513531200,,0.114583333,0.1,,,,
29:54.4,2156,513531300,,0.115740741,0.1,,,,
29:54.5,2156,513531400,,0.12037037,0.1,,,,
29:54.6,2156,513531500,,0.112268519,0.1,,,,
29:54.8,2156,513531600,,0.224537037,0.1,,,,
29:54.9,2156,513531700,,0.021990741,0.1,,,,
29:54.9,2156,513531800,,0.097222222,0.1,,,,
29:55.0,2156,513531900,,0.119212963,0.1,,,,
29:55.1,2156,513532000,,0.115740741,0.1,,,,
29:55.2,2156,513532100,,0.109953704,0.1,,,,
29:55.3,2156,513532200,,0.115740741,0.1,,,,
29:55.4,2156,513532300,,0.114583333,0.1,,,,
29:55.5,2156,513532400,,0.121527778,0.1,,,,
29:55.6,2156,513532500,,0.108796296,0.1,,,,
29:55.7,2156,513532600,,0.114583333,0.1,,,,
29:55.8,2156,513532700,,0.114583333,0.1,,,,
29:55.9,2156,513532800,,0.115740741,0.1,,,,
29:56.0,2156,513532900,,0.114583333,0.1,,,,
29:56.1,2156,513533000,,0.116898148,0.1,,,,
29:56.2,2156,513533100,,0.113425926,0.1,,,,
29:56.3,2156,513533200,,0.115740741,0.1,,,,
29:56.4,2156,513533300,,0.114583333,0.1,,,,
29:56.5,2156,513533400,,0.115740741,0.1,,,,
29:56.6,2156,513533500,,0.116898148,0.1,,,,
29:56.8,2156,513533600,,0.226851852,0.1,,,,
29:56.8,2156,513533700,,0.023148148,0.1,,,,
29:56.9,2156,513533800,,0.09375,0.1,,,,
29:57.0,2156,513533900,,0.118055556,0.1,,,,
29:57.1,2156,513534000,,0.116898148,0.1,,,,
29:57.2,2156,513534100,,0.116898148,0.1,,,,
29:57.3,2156,513534200,,0.107638889,0.1,,,,
29:57.4,2156,513534300,,0.115740741,0.1,,,,
29:57.5,2156,513534400,,0.119212963,0.1,,,,
29:57.6,2156,513534500,,0.113425926,0.1,,,,
29:57.7,2156,513534600,,0.113425926,0.1,,,,
29:57.8,2156,513534700,,0.114583333,0.1,,,,
29:57.9,2156,513534800,,0.115740741,0.1,,,,
29:58.0,2156,513534900,,0.114583333,0.1,,,,
29:58.1,2156,513535000,,0.116898148,0.1,,,,
29:58.2,2156,513535100,,0.113425926,0.1,,,,
29:58.3,2156,513535200,,0.119212963,0.1,,,,
29:58.4,2156,513535300,,0.111111111,0.1,,,,
29:58.5,2156,513535400,,0.114583333,0.1,,,,
29:58.6,2156,513535500,,0.115740741,0.1,,,,
29:58.8,2156,513535600,,0.229166667,0.1,,,,
29:58.8,2156,513535700,,0.021990741,0.1,,,,
29:58.9,2156,513535800,,0.094907407,0.1,,,,
29:59.0,2156,513535900,,0.114583333,0.1,,,,
29:59.1,2156,513536000,,0.155092593,0.1,,,,
29:59.2,2156,513536100,,0.076388889,0.1,,,,
29:59.3,2156,513536200,,0.115740741,0.1,,,,
29:59.4,2156,513536300,,0.112268519,0.1,,,,
29:59.5,2156,513536400,,0.115740741,0.1,,,,
29:59.6,2156,513536500,,0.158564815,0.1,,,,
29:59.7,2156,513536600,,0.075231481,0.1,,,,
29:59.8,2156,513536700,,0.112268519,0.1,,,,
29:59.9,2156,513536800,,0.114583333,0.1,,,,
30:00.0,2156,513536900,,0.115740741,0.1,,,,
30:00.1,2156,513537000,,0.153935185,0.1,,,,
30:00.2,2156,513537100,,0.078703704,0.1,,,,
30:00.3,2156,513537200,,0.115740741,0.1,,,,
30:00.4,2156,513537300,,0.114583333,0.1,,,,
30:00.5,2156,513537400,,0.116898148,0.1,,,,
30:00.6,2156,513537500,,0.153935185,0.1,,,,
30:00.8,2156,513537600,,0.185185185,0.1,,,,
30:00.8,2156,513537700,,0.023148148,0.1,,,,
30:00.9,2156,513537800,,0.09375,0.1,,,,
30:01.0,2156,513537900,,0.115740741,0.1,,,,
30:01.1,2156,513538000,,0.153935185,0.1,,,,
30:01.2,2156,513538100,,0.075231481,0.1,,,,
30:01.3,2156,513538200,,0.12037037,0.1,,,,
30:01.4,2156,513538300,,0.113425926,0.1,,,,
30:01.5,2156,513538400,,0.112268519,0.1,,,,
30:01.6,2156,513538500,,0.158564815,0.1,,,,
30:01.7,2156,513538600,,0.076388889,0.1,,,,
30:01.8,2156,513538700,,0.112268519,0.1,,,,
30:01.9,2156,513538800,,0.113425926,0.1,,,,
30:02.0,2156,513538900,,0.114583333,0.1,,,,
30:02.1,2156,513539000,,0.153935185,0.1,,,,
30:02.2,2156,513539100,,0.076388889,0.1,,,,
30:02.3,2156,513539200,,0.115740741,0.1,,,,
30:02.4,2156,513539300,,0.114583333,0.1,,,,
30:02.5,2156,513539400,,0.115740741,0.1,,,,
30:02.6,2156,513539500,,0.152777778,0.1,,,,
30:02.8,2156,513539600,,0.189814815,0.1,,,,
30:02.8,2156,513539700,,0.023148148,0.1,,,,
30:02.9,2156,513539800,,0.09837963,0.1,,,,
30:03.0,2156,513539900,,0.113425926,0.1,,,,
30:03.1,2156,513540000,,0.157407407,0.1,,,,
30:03.2,2156,513540100,,0.072916667,0.1,,,,
30:03.3,2156,513540200,,0.116898148,0.1,,,,
30:03.4,2156,513540300,,0.114583333,0.1,,,,
30:03.5,2156,513540400,,0.114583333,0.1,,,,
30:03.6,2156,513540500,,0.15162037,0.1,,,,
30:03.7,2156,513540600,,0.081018519,0.1,,,,
30:03.8,2156,513540700,,0.111111111,0.1,,,,
30:03.9,2156,513540800,,0.114583333,0.1,,,,
30:04.0,2156,513540900,,0.115740741,0.1,,,,
30:04.1,2156,513541000,,0.163194444,0.1,,,,
30:04.2,2156,513541100,,0.070601852,0.1,,,,
30:04.3,2156,513541200,,0.113425926,0.1,,,,
30:04.4,2156,513541300,,0.112268519,0.1,,,,
30:04.5,2156,513541400,,0.115740741,0.1,,,,
30:04.6,2156,513541500,,0.153935185,0.1,,,,
30:04.8,2156,513541600,,0.211805556,0.1,,,,
30:04.8,2156,513541700,,0.023148148,0.1,,,,
30:04.9,2156,513541800,,0.077546296,0.1,,,,
30:05.0,2156,513541900,,0.112268519,0.1,,,,
30:05.1,2156,513542000,,0.155092593,0.1,,,,
30:05.2,2156,513542100,,0.074074074,0.1,,,,
30:05.3,2156,513542200,,0.115740741,0.1,,,,
30:05.4,2156,513542300,,0.113425926,0.1,,,,
30:05.5,2156,513542400,,0.115740741,0.1,,,,
30:05.6,2156,513542500,,0.152777778,0.1,,,,
30:05.7,2156,513542600,,0.077546296,0.1,,,,
30:05.8,2156,513542700,,0.115740741,0.1,,,,
30:05.9,2156,513542800,,0.115740741,0.1,,,,
30:06.0,2156,513542900,,0.113425926,0.1,,,,
30:06.1,2156,513543000,,0.153935185,0.1,,,,
30:06.2,2156,513543100,,0.076388889,0.1,,,,
30:06.3,2156,513543200,,0.12037037,0.1,,,,
30:06.4,2156,513543300,,0.112268519,0.1,,,,
30:06.5,2156,513543400,,0.115740741,0.1,,,,
30:06.6,2156,513543500,,0.148148148,0.1,,,,
30:06.8,2156,513543600,,0.212962963,0.1,,,,
30:06.8,2156,513543700,,0.021990741,0.1,,,,
30:06.9,2156,513543800,,0.075231481,0.1,,,,
30:07.0,2156,513543900,,0.114583333,0.1,,,,
30:07.1,2156,513544000,,0.152777778,0.1,,,,
30:07.2,2156,513544100,,0.079861111,0.1,,,,
30:07.3,2156,513544200,,0.114583333,0.1,,,,
30:07.4,2156,513544300,,0.115740741,0.1,,,,
30:07.5,2156,513544400,,0.115740741,0.1,,,,
30:07.6,2156,513544500,,0.149305556,0.1,,,,
30:07.7,2156,513544600,,0.077546296,0.1,,,,
30:07.8,2156,513544700,,0.115740741,0.1,,,,
30:07.9,2156,513544800,,0.115740741,0.1,,,,
30:08.0,2156,513544900,,0.114583333,0.1,,,,
30:08.1,2156,513545000,,0.152777778,0.1,,,,
30:08.2,2156,513545100,,0.081018519,0.1,,,,
30:08.3,2156,513545200,,0.113425926,0.1,,,,
30:08.4,2156,513545300,,0.114583333,0.1,,,,
30:08.5,2156,513545400,,0.116898148,0.1,,,,
30:08.6,2156,513545500,,0.146990741,0.1,,,,
30:08.8,2156,513545600,,0.212962963,0.1,,,,
30:08.8,2156,513545700,,0.023148148,0.1,,,,
30:08.9,2156,513545800,,0.074074074,0.1,,,,
30:09.0,2156,513545900,,0.115740741,0.1,,,,
30:09.1,2156,513546000,,0.150462963,0.1,,,,
30:09.2,2156,513546100,,0.079861111,0.1,,,,
30:09.3,2156,513546200,,0.115740741,0.1,,,,
30:09.4,2156,513546300,,0.113425926,0.1,,,,
30:09.5,2156,513546400,,0.115740741,0.1,,,,
30:09.6,2156,513546500,,0.152777778,0.1,,,,
30:09.7,2156,513546600,,0.077546296,0.1,,,,
30:09.8,2156,513546700,,0.12037037,0.1,,,,
30:09.9,2156,513546800,,0.112268519,0.1,,,,
30:10.0,2156,513546900,,0.114583333,0.1,,,,
30:10.1,2156,513547000,,0.152777778,0.1,,,,
30:10.2,2156,513547100,,0.076388889,0.1,,,,
30:10.3,2156,513547200,,0.115740741,0.1,,,,
30:10.4,2156,513547300,,0.114583333,0.1,,,,
30:10.5,2156,513547400,,0.114583333,0.1,,,,
30:10.6,2156,513547500,,0.131944444,0.1,,,,
30:10.8,2156,513547600,,0.233796296,0.1,,,,
30:10.8,2156,513547700,,0.023148148,0.1,,,,
30:10.9,2156,513547800,,0.074074074,0.1,,,,
30:11.0,2156,513547900,,0.114583333,0.1,,,,
30:11.1,2156,513548000,,0.12962963,0.1,,,,
30:11.2,2156,513548100,,0.099537037,0.1,,,,
30:11.3,2156,513548200,,0.115740741,0.1,,,,
30:11.4,2156,513548300,,0.114583333,0.1,,,,
30:11.5,2156,513548400,,0.115740741,0.1,,,,
30:11.6,2156,513548500,,0.12962963,0.1,,,,
30:11.7,2156,513548600,,0.100694444,0.1,,,,
30:11.8,2156,513548700,,0.119212963,0.1,,,,
30:11.9,2156,513548800,,0.111111111,0.1,,,,
30:12.0,2156,513548900,,0.116898148,0.1,,,,
30:12.1,2156,513549000,,0.127314815,0.1,,,,
30:12.1,2156,513549100,,0.101851852,0.1,,,,
30:12.2,2156,513549200,,0.115740741,0.1,,,,
30:12.3,2156,513549300,,0.114583333,0.1,,,,
30:12.4,2156,513549400,,0.114583333,0.1,,,,
30:12.6,2156,513549500,,0.128472222,0.1,,,,
30:12.8,2156,513549600,,0.237268519,0.1,,,,
30:12.8,2156,513549700,,0.023148148,0.1,,,,
30:12.8,2156,513549800,,0.074074074,0.1,,,,
30:12.9,2156,513549900,,0.114583333,0.1,,,,
30:13.1,2156,513550000,,0.126157407,0.1,,,,
30:13.1,2156,513550100,,0.103009259,0.1,,,,
30:13.2,2156,513550200,,0.115740741,0.1,,,,
30:13.3,2156,513550300,,0.114583333,0.1,,,,
30:13.4,2156,513550400,,0.115740741,0.1,,,,
30:13.6,2156,513550500,,0.126157407,0.1,,,,
30:13.6,2156,513550600,,0.103009259,0.1,,,,
30:13.7,2156,513550700,,0.114583333,0.1,,,,
30:13.8,2156,513550800,,0.116898148,0.1,,,,
30:13.9,2156,513550900,,0.114583333,0.1,,,,
30:14.1,2156,513551000,,0.126157407,0.1,,,,
30:14.1,2156,513551100,,0.104166667,0.1,,,,
30:14.2,2156,513551200,,0.115740741,0.1,,,,
30:14.3,2156,513551300,,0.113425926,0.1,,,,
30:14.4,2156,513551400,,0.114583333,0.1,,,,
30:14.5,2156,513551500,,0.126157407,0.1,,,,
30:14.8,2156,513551600,,0.239583333,0.1,,,,
30:14.8,2156,513551700,,0.023148148,0.1,,,,
30:14.8,2156,513551800,,0.076388889,0.1,,,,
30:14.9,2156,513551900,,0.114583333,0.1,,,,
30:15.0,2156,513552000,,0.122685185,0.1,,,,
30:15.1,2156,513552100,,0.104166667,0.1,,,,
30:15.2,2156,513552200,,0.118055556,0.1,,,,
30:15.3,2156,513552300,,0.113425926,0.1,,,,
30:15.4,2156,513552400,,0.113425926,0.1,,,,
30:15.5,2156,513552500,,0.125,0.1,,,,
30:15.6,2156,513552600,,0.105324074,0.1,,,,
30:15.7,2156,513552700,,0.114583333,0.1,,,,
30:15.8,2156,513552800,,0.115740741,0.1,,,,
30:15.9,2156,513552900,,0.115740741,0.1,,,,
30:16.0,2156,513553000,,0.123842593,0.1,,,,
30:16.1,2156,513553100,,0.105324074,0.1,,,,
30:16.2,2156,513553200,,0.115740741,0.1,,,,
30:16.3,2156,513553300,,0.114583333,0.1,,,,
30:16.4,2156,513553400,,0.114583333,0.1,,,,
30:16.5,2156,513553500,,0.123842593,0.1,,,,
30:16.7,2156,513553600,,0.241898148,0.1,,,,
30:16.8,2156,513553700,,0.023148148,0.1,,,,
30:16.8,2156,513553800,,0.071759259,0.1,,,,
30:16.9,2156,513553900,,0.114583333,0.1,,,,
30:17.0,2156,513554000,,0.123842593,0.1,,,,
30:17.1,2156,513554100,,0.107638889,0.1,,,,
30:17.2,2156,513554200,,0.114583333,0.1,,,,
30:17.3,2156,513554300,,0.115740741,0.1,,,,
30:17.4,2156,513554400,,0.115740741,0.1,,,,
30:17.5,2156,513554500,,0.12037037,0.1,,,,
30:17.6,2156,513554600,,0.109953704,0.1,,,,
30:17.7,2156,513554700,,0.115740741,0.1,,,,
30:17.8,2156,513554800,,0.114583333,0.1,,,,
30:17.9,2156,513554900,,0.114583333,0.1,,,,
30:18.0,2156,513555000,,0.12037037,0.1,,,,
30:18.1,2156,513555100,,0.109953704,0.1,,,,
30:18.2,2156,513555200,,0.115740741,0.1,,,,
30:18.3,2156,513555300,,0.114583333,0.1,,,,
30:18.4,2156,513555400,,0.12037037,0.1,,,,
30:18.5,2156,513555500,,0.113425926,0.1,,,,
30:18.7,2156,513555600,,0.246527778,0.1,,,,
30:18.8,2156,513555700,,0.023148148,0.1,,,,
30:18.8,2156,513555800,,0.074074074,0.1,,,,
30:18.9,2156,513555900,,0.118055556,0.1,,,,
30:19.0,2156,513556000,,0.114583333,0.1,,,,
30:19.1,2156,513556100,,0.123842593,0.1,,,,
30:19.2,2156,513556200,,0.103009259,0.1,,,,
30:19.3,2156,513556300,,0.115740741,0.1,,,,
30:19.4,2156,513556400,,0.114583333,0.1,,,,
30:19.5,2156,513556500,,0.115740741,0.1,,,,
30:19.6,2156,513556600,,0.115740741,0.1,,,,
30:19.7,2156,513556700,,0.113425926,0.1,,,,
30:19.8,2156,513556800,,0.114583333,0.1,,,,
30:19.9,2156,513556900,,0.119212963,0.1,,,,
30:20.0,2156,513557000,,0.114583333,0.1,,,,
30:20.1,2156,513557100,,0.113425926,0.1,,,,
30:20.2,2156,513557200,,0.112268519,0.1,,,,
30:20.3,2156,513557300,,0.115740741,0.1,,,,
30:20.4,2156,513557400,,0.114583333,0.1,,,,
30:20.5,2156,513557500,,0.115740741,0.1,,,,
30:20.7,2156,513557600,,0.25,0.1,,,,
30:20.7,2156,513557700,,0.023148148,0.1,,,,
30:20.8,2156,513557800,,0.071759259,0.1,,,,
30:20.9,2156,513557900,,0.119212963,0.1,,,,
30:21.0,2156,513558000,,0.115740741,0.1,,,,
30:21.1,2156,513558100,,0.112268519,0.1,,,,
30:21.2,2156,513558200,,0.112268519,0.1,,,,
30:21.3,2156,513558300,,0.116898148,0.1,,,,
30:21.4,2156,513558400,,0.114583333,0.1,,,,
30:21.5,2156,513558500,,0.116898148,0.1,,,,
30:21.6,2156,513558600,,0.114583333,0.1,,,,
30:21.7,2156,513558700,,0.113425926,0.1,,,,
30:21.8,2156,513558800,,0.114583333,0.1,,,,
30:21.9,2156,513558900,,0.115740741,0.1,,,,
30:22.0,2156,513559000,,0.116898148,0.1,,,,
30:22.1,2156,513559100,,0.113425926,0.1,,,,
30:22.2,2156,513559200,,0.115740741,0.1,,,,
30:22.3,2156,513559300,,0.115740741,0.1,,,,
30:22.4,2156,513559400,,0.115740741,0.1,,,,
30:22.5,2156,513559500,,0.113425926,0.1,,,,
30:22.7,2156,513559600,,0.251157407,0.1,,,,
30:22.7,2156,513559700,,0.023148148,0.1,,,,
30:22.8,2156,513559800,,0.075231481,0.1,,,,
30:22.9,2156,513559900,,0.115740741,0.1,,,,
30:23.0,2156,513560000,,0.115740741,0.1,,,,
30:23.1,2156,513560100,,0.112268519,0.1,,,,
30:23.2,2156,513560200,,0.114583333,0.1,,,,
30:23.3,2156,513560300,,0.114583333,0.1,,,,
30:23.4,2156,513560400,,0.114583333,0.1,,,,
30:23.5,2156,513560500,,0.115740741,0.1,,,,
30:23.6,2156,513560600,,0.12037037,0.1,,,,
30:23.7,2156,513560700,,0.112268519,0.1,,,,
30:23.8,2156,513560800,,0.114583333,0.1,,,,
30:23.9,2156,513560900,,0.116898148,0.1,,,,
30:24.0,2156,513561000,,0.113425926,0.1,,,,
30:24.1,2156,513561100,,0.116898148,0.1,,,,
30:24.2,2156,513561200,,0.109953704,0.1,,,,
30:24.3,2156,513561300,,0.118055556,0.1,,,,
30:24.4,2156,513561400,,0.113425926,0.1,,,,
30:24.5,2156,513561500,,0.115740741,0.1,,,,
30:24.7,2156,513561600,,0.25,0.1,,,,
30:24.7,2156,513561700,,0.021990741,0.1,,,,
30:24.8,2156,513561800,,0.076388889,0.1,,,,
30:24.9,2156,513561900,,0.114583333,0.1,,,,
30:25.0,2156,513562000,,0.112268519,0.1,,,,
30:25.1,2156,513562100,,0.115740741,0.1,,,,
30:25.2,2156,513562200,,0.115740741,0.1,,,,
30:25.3,2156,513562300,,0.113425926,0.1,,,,
30:25.4,2156,513562400,,0.114583333,0.1,,,,
30:25.5,2156,513562500,,0.115740741,0.1,,,,
30:25.6,2156,513562600,,0.116898148,0.1,,,,
30:25.7,2156,513562700,,0.118055556,0.1,,,,
30:25.8,2156,513562800,,0.113425926,0.1,,,,
30:25.9,2156,513562900,,0.115740741,0.1,,,,
30:26.0,2156,513563000,,0.112268519,0.1,,,,
30:26.1,2156,513563100,,0.115740741,0.1,,,,
30:26.2,2156,513563200,,0.115740741,0.1,,,,
30:26.3,2156,513563300,,0.113425926,0.1,,,,
30:26.4,2156,513563400,,0.116898148,0.1,,,,
30:26.5,2156,513563500,,0.114583333,0.1,,,,
30:26.7,2156,513563600,,0.248842593,0.1,,,,
30:26.7,2156,513563700,,0.023148148,0.1,,,,
30:26.8,2156,513563800,,0.075231481,0.1,,,,
30:26.9,2156,513563900,,0.114583333,0.1,,,,
30:27.0,2156,513564000,,0.113425926,0.1,,,,
30:27.1,2156,513564100,,0.114583333,0.1,,,,
30:27.2,2156,513564200,,0.115740741,0.1,,,,
30:27.3,2156,513564300,,0.113425926,0.1,,,,
30:27.4,2156,513564400,,0.116898148,0.1,,,,
30:27.5,2156,513564500,,0.114583333,0.1,,,,
30:27.6,2156,513564600,,0.116898148,0.1,,,,
30:27.7,2156,513564700,,0.113425926,0.1,,,,
30:27.8,2156,513564800,,0.114583333,0.1,,,,
30:27.9,2156,513564900,,0.115740741,0.1,,,,
30:28.0,2156,513565000,,0.115740741,0.1,,,,
30:28.1,2156,513565100,,0.119212963,0.1,,,,
30:28.2,2156,513565200,,0.109953704,0.1,,,,
30:28.3,2156,513565300,,0.115740741,0.1,,,,
30:28.4,2156,513565400,,0.114583333,0.1,,,,
30:28.5,2156,513565500,,0.115740741,0.1,,,,
30:28.7,2156,513565600,,0.25,0.1,,,,
30:28.7,2156,513565700,,0.021990741,0.1,,,,
30:28.8,2156,513565800,,0.071759259,0.1,,,,
30:28.9,2156,513565900,,0.12037037,0.1,,,,
30:29.0,2156,513566000,,0.111111111,0.1,,,,
30:29.1,2156,513566100,,0.119212963,0.1,,,,
30:29.2,2156,513566200,,0.111111111,0.1,,,,
30:29.3,2156,513566300,,0.115740741,0.1,,,,
30:29.4,2156,513566400,,0.114583333,0.1,,,,
30:29.5,2156,513566500,,0.115740741,0.1,,,,
30:29.6,2156,513566600,,0.116898148,0.1,,,,
30:29.7,2156,513566700,,0.112268519,0.1,,,,
30:29.8,2156,513566800,,0.115740741,0.1,,,,
30:29.9,2156,513566900,,0.114583333,0.1,,,,
30:30.0,2156,513567000,,0.115740741,0.1,,,,
30:30.1,2156,513567100,,0.114583333,0.1,,,,
30:30.2,2156,513567200,,0.116898148,0.1,,,,
30:30.3,2156,513567300,,0.115740741,0.1,,,,
30:30.4,2156,513567400,,0.113425926,0.1,,,,
30:30.5,2156,513567500,,0.115740741,0.1,,,,
30:30.7,2156,513567600,,0.25,0.1,,,,
30:30.7,2156,513567700,,0.023148148,0.1,,,,
30:30.8,2156,513567800,,0.071759259,0.1,,,,
30:30.9,2156,513567900,,0.115740741,0.1,,,,
30:31.0,2156,513568000,,0.115740741,0.1,,,,
30:31.1,2156,513568100,,0.114583333,0.1,,,,
30:31.2,2156,513568200,,0.118055556,0.1,,,,
30:31.3,2156,513568300,,0.113425926,0.1,,,,
30:31.3,2156,513568400,,0.112268519,0.1,,,,
30:31.4,2156,513568500,,0.116898148,0.1,,,,
30:31.5,2156,513568600,,0.115740741,0.1,,,,
30:31.6,2156,513568700,,0.113425926,0.1,,,,
30:31.7,2156,513568800,,0.114583333,0.1,,,,
30:31.8,2156,513568900,,0.115740741,0.1,,,,
30:31.9,2156,513569000,,0.115740741,0.1,,,,
30:32.0,2156,513569100,,0.118055556,0.1,,,,
30:32.1,2156,513569200,,0.115740741,0.1,,,,
30:32.2,2156,513569300,,0.112268519,0.1,,,,
30:32.3,2156,513569400,,0.115740741,0.1,,,,
30:32.4,2156,513569500,,0.115740741,0.1,,,,
30:32.7,2156,513569600,,0.248842593,0.1,,,,
30:32.7,2156,513569700,,0.021990741,0.1,,,,
30:32.7,2156,513569800,,0.075231481,0.1,,,,
30:32.8,2156,513569900,,0.113425926,0.1,,,,
30:32.9,2156,513570000,,0.113425926,0.1,,,,
30:33.0,2156,513570100,,0.115740741,0.1,,,,
30:33.1,2156,513570200,,0.115740741,0.1,,,,
30:33.2,2156,513570300,,0.113425926,0.1,,,,
30:33.3,2156,513570400,,0.118055556,0.1,,,,
30:33.4,2156,513570500,,0.114583333,0.1,,,,
30:33.5,2156,513570600,,0.116898148,0.1,,,,
30:33.6,2156,513570700,,0.112268519,0.1,,,,
30:33.7,2156,513570800,,0.12037037,0.1,,,,
30:33.8,2156,513570900,,0.113425926,0.1,,,,
30:33.9,2156,513571000,,0.112268519,0.1,,,,
30:34.0,2156,513571100,,0.114583333,0.1,,,,
30:34.1,2156,513571200,,0.126157407,0.1,,,,
30:34.2,2156,513571300,,0.104166667,0.1,,,,
30:34.3,2156,513571400,,0.114583333,0.1,,,,
30:34.4,2156,513571500,,0.115740741,0.1,,,,
30:34.6,2156,513571600,,0.25,0.1,,,,
30:34.7,2156,513571700,,0.023148148,0.1,,,,
30:34.7,2156,513571800,,0.071759259,0.1,,,,
30:34.8,2156,513571900,,0.115740741,0.1,,,,
30:34.9,2156,513572000,,0.115740741,0.1,,,,
30:35.0,2156,513572100,,0.113425926,0.1,,,,
30:35.1,2156,513572200,,0.115740741,0.1,,,,
30:35.2,2156,513572300,,0.115740741,0.1,,,,
30:35.3,2156,513572400,,0.115740741,0.1,,,,
30:35.4,2156,513572500,,0.114583333,0.1,,,,
30:35.5,2156,513572600,,0.116898148,0.1,,,,
30:35.6,2156,513572700,,0.112268519,0.1,,,,
30:35.7,2156,513572800,,0.115740741,0.1,,,,
30:35.8,2156,513572900,,0.118055556,0.1,,,,
30:35.9,2156,513573000,,0.113425926,0.1,,,,
30:36.0,2156,513573100,,0.116898148,0.1,,,,
30:36.1,2156,513573200,,0.112268519,0.1,,,,
30:36.2,2156,513573300,,0.116898148,0.1,,,,
30:36.3,2156,513573400,,0.115740741,0.1,,,,
30:36.4,2156,513573500,,0.112268519,0.1,,,,
30:36.6,2156,513573600,,0.251157407,0.1,,,,
30:36.7,2156,513573700,,0.021990741,0.1,,,,
30:36.7,2156,513573800,,0.074074074,0.1,,,,
30:36.8,2156,513573900,,0.116898148,0.1,,,,
