BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon
01:47:42.313,10448561,56970,492563069,-1229224072
01:47:42.414,10448661,56970,492563069,-1229224072
01:47:42.520,10448761,56970,492563068,-1229224071
01:47:42.615,10448861,56970,492563068,-1229224071
01:47:42.716,10448961,56970,492563068,-1229224071
01:47:42.816,10449061,56970,492563068,-1229224071
01:47:42.917,10449161,56970,492563068,-1229224071
01:47:43.018,10449263,56970,492563067,-1229224071
01:47:43.118,10449363,56970,492563067,-1229224071
01:47:43.219,10449461,56970,492563067,-1229224071
01:47:43.320,10449563,56970,492563067,-1229224071
01:47:43.420,10449661,56970,492563066,-1229224071
01:52:03.834,10708561,57240,492563272,-1229224263
01:52:03.935,10708661,57250,492563272,-1229224262
01:52:04.337,10709061,57250,492563272,-1229224262
01:52:04.438,10709161,57250,492563272,-1229224262
01:52:04.538,10709261,57260,492563272,-1229224262
01:52:04.639,10709361,57260,492563272,-1229224263
01:52:04.734,10709461,57260,492563272,-1229224263
01:52:04.840,10709561,57260,492563273,-1229224263
01:52:04.936,10709661,57260,492563273,-1229224263
01:52:05.051,10709766,57260,492563273,-1229224263
01:52:05.162,10709861,57260,492563272,-1229224263
01:52:05.264,10709961,57260,492563272,-1229224262
01:52:05.355,10710061,57260,492563272,-1229224262
01:52:05.458,10710161,57260,492563271,-1229224261
01:52:05.559,10710261,57270,492563271,-1229224260
01:52:05.656,10710361,57270,492563271,-1229224260
01:52:05.754,10710461,57270,492563271,-1229224260
01:52:05.849,10710561,57270,492563271,-1229224259
01:52:05.948,10710661,57270,492563271,-1229224259
01:52:06.056,10710761,57280,492563271,-1229224259
01:52:06.159,10710861,57280,492563271,-1229224259
01:52:06.256,10710961,57280,492563271,-1229224258
01:52:06.349,10711061,57290,492563270,-1229224257
01:52:06.449,10711161,57290,492563270,-1229224256
01:52:06.549,10711261,57290,492563270,-1229224256
01:52:06.650,10711363,57300,492563270,-1229224255
01:52:06.746,10711461,57300,492563270,-1229224255
01:52:06.851,10711563,57300,492563270,-1229224254
01:52:06.952,10711661,57300,492563270,-1229224254
01:52:07.058,10711761,57300,492563270,-1229224254
01:52:07.162,10711861,57300,492563271,-1229224254
01:52:07.258,10711963,57300,492563271,-1229224254
01:52:07.354,10712061,57310,492563272,-1229224254
01:52:07.454,10712161,57310,492563273,-1229224254
01:52:07.555,10712261,57310,492563274,-1229224254
01:52:07.660,10712363,57320,492563275,-1229224254
01:52:07.771,10712461,57320,492563275,-1229224254
01:52:07.867,10712561,57320,492563276,-1229224254
01:52:07.965,10712661,57330,492563276,-1229224253
01:52:08.063,10712761,57330,492563276,-1229224252
01:52:08.173,10712861,57340,492563276,-1229224251
01:52:08.263,10712961,57340,492563276,-1229224251
01:52:08.369,10713061,57340,492563276,-1229224251
01:52:08.460,10713163,57340,492563276,-1229224251
01:52:08.570,10713261,57340,492563276,-1229224251
01:52:08.668,10713361,57350,492563276,-1229224251
01:52:08.771,10713461,57350,492563276,-1229224251
01:52:08.866,10713561,57350,492563276,-1229224252
01:52:08.962,10713661,57350,492563276,-1229224252
01:52:09.069,10713766,57350,492563276,-1229224252
01:52:09.179,10713861,57350,492563276,-1229224253
01:52:09.279,10713961,57340,492563275,-1229224253
01:52:09.377,10714061,57340,492563275,-1229224254
01:52:09.466,10714161,57340,492563274,-1229224254
01:52:09.566,10714261,57340,492563273,-1229224255
01:52:09.667,10714363,57340,492563272,-1229224255
01:52:09.767,10714461,57340,492563271,-1229224256
01:52:09.872,10714561,57340,492563270,-1229224256
01:52:09.971,10714661,57340,492563269,-1229224256
01:52:10.074,10714761,57340,492563269,-1229224256
01:52:10.180,10714861,57340,492563269,-1229224257
01:52:10.279,10714963,57340,492563269,-1229224257
01:52:10.380,10715061,57340,492563268,-1229224257
01:52:10.471,10715161,57340,492563268,-1229224257
01:52:10.581,10715266,57340,492563268,-1229224257
01:52:10.691,10715361,57340,492563268,-1229224256
01:52:10.782,10715461,57330,492563268,-1229224256
01:52:10.882,10715561,57330,492563268,-1229224256
01:52:10.977,10715661,57330,492563268,-1229224256
01:52:11.079,10715761,57330,492563268,-1229224257
01:52:11.184,10715863,57330,492563268,-1229224257
01:52:11.282,10715961,57330,492563267,-1229224257
01:52:11.385,10716061,57330,492563267,-1229224258
01:52:11.485,10716161,57340,492563266,-1229224259
01:52:11.581,10716266,57330,492563266,-1229224260
01:52:11.686,10716361,57330,492563265,-1229224260
01:52:11.787,10716461,57330,492563265,-1229224260
01:52:11.878,10716561,57330,492563265,-1229224261
01:52:11.978,10716661,57330,492563265,-1229224261
01:52:12.084,10716761,57330,492563265,-1229224262
