BBB Time,Piksi Lat,Piksi Lon,Piksi Alt
00:09:28.477,0.0,0.0,0.0
00:09:28.573,0.0,0.0,0.0
00:09:28.673,0.0,0.0,0.0
00:09:28.774,0.0,0.0,0.0
00:09:28.875,0.0,0.0,0.0
00:09:29.084,0.0,0.0,0.0
00:09:29.104,0.0,0.0,0.0
00:09:29.175,0.0,0.0,0.0
00:09:29.275,0.0,0.0,0.0
00:09:29.375,0.0,0.0,0.0
00:09:29.478,0.0,0.0,0.0
00:09:29.576,0.0,0.0,0.0
00:09:29.675,0.0,0.0,0.0
00:09:29.777,0.0,0.0,0.0
00:09:29.877,0.0,0.0,0.0
00:09:29.979,0.0,0.0,0.0
00:09:30.079,0.0,0.0,0.0
00:09:30.177,0.0,0.0,0.0
00:09:30.278,0.0,0.0,0.0
00:09:30.378,0.0,0.0,0.0
00:09:30.479,0.0,0.0,0.0
00:09:30.578,0.0,0.0,0.0
00:09:30.679,0.0,0.0,0.0
00:09:30.779,0.0,0.0,0.0
00:20:10.309,0.0,0.0,0.0
00:20:10.408,0.0,0.0,0.0
00:20:10.510,0.0,0.0,0.0
00:20:10.609,0.0,0.0,0.0
00:20:10.711,0.0,0.0,0.0
00:20:10.810,0.0,0.0,0.0
00:20:10.987,0.0,0.0,0.0
00:20:11.039,0.0,0.0,0.0
00:20:11.111,0.0,0.0,0.0
00:20:11.211,0.0,0.0,0.0
00:20:11.311,0.0,0.0,0.0
00:20:11.412,0.0,0.0,0.0
00:20:11.512,0.0,0.0,0.0
00:20:11.612,0.0,0.0,0.0
00:20:11.713,0.0,0.0,0.0
00:20:11.813,0.0,0.0,0.0
00:20:11.913,0.0,0.0,0.0
00:20:12.015,0.0,0.0,0.0
00:20:12.113,0.0,0.0,0.0
00:20:12.214,0.0,0.0,0.0
00:20:12.314,0.0,0.0,0.0
00:20:12.414,0.0,0.0,0.0
00:20:12.515,0.0,0.0,0.0
00:20:12.615,0.0,0.0,0.0
00:20:12.716,0.0,0.0,0.0
00:20:12.816,0.0,0.0,0.0
00:20:12.992,0.0,0.0,0.0
00:20:13.045,0.0,0.0,0.0
00:20:13.116,0.0,0.0,0.0
00:20:13.217,0.0,0.0,0.0
00:20:13.317,0.0,0.0,0.0
00:20:13.417,0.0,0.0,0.0
00:20:13.518,0.0,0.0,0.0
00:20:13.618,0.0,0.0,0.0
00:20:13.719,0.0,0.0,0.0
00:20:13.818,0.0,0.0,0.0
00:20:13.919,0.0,0.0,0.0
00:20:14.021,0.0,0.0,0.0
00:20:14.120,0.0,0.0,0.0
00:20:14.220,0.0,0.0,0.0
00:20:14.320,0.0,0.0,0.0
00:20:14.420,0.0,0.0,0.0
00:20:14.521,0.0,0.0,0.0
00:20:14.622,0.0,0.0,0.0
00:20:14.722,0.0,0.0,0.0
00:20:14.823,0.0,0.0,0.0
00:20:14.999,0.0,0.0,0.0
00:20:15.052,0.0,0.0,0.0
00:20:15.123,0.0,0.0,0.0
00:20:15.223,0.0,0.0,0.0
00:20:15.324,0.0,0.0,0.0
00:20:15.424,0.0,0.0,0.0
00:20:15.524,0.0,0.0,0.0
00:20:15.625,0.0,0.0,0.0
00:20:15.726,0.0,0.0,0.0
00:20:15.826,0.0,0.0,0.0
00:20:15.926,0.0,0.0,0.0
00:20:16.028,0.0,0.0,0.0
00:20:16.127,0.0,0.0,0.0
00:20:16.227,0.0,0.0,0.0
00:20:16.328,0.0,0.0,0.0
00:20:16.428,0.0,0.0,0.0
00:20:16.527,0.0,0.0,0.0
00:20:16.629,0.0,0.0,0.0
00:20:16.729,0.0,0.0,0.0
00:20:16.829,0.0,0.0,0.0
00:20:17.006,0.0,0.0,0.0
00:20:17.059,0.0,0.0,0.0
00:20:17.130,0.0,0.0,0.0
00:20:17.230,0.0,0.0,0.0
00:20:17.331,0.0,0.0,0.0
00:20:17.431,0.0,0.0,0.0
00:20:17.531,0.0,0.0,0.0
00:20:17.631,0.0,0.0,0.0
00:20:17.733,0.0,0.0,0.0
00:20:17.832,0.0,0.0,0.0
00:20:17.933,0.0,0.0,0.0
00:20:18.035,0.0,0.0,0.0
00:20:18.133,0.0,0.0,0.0
00:20:18.233,0.0,0.0,0.0
00:20:18.334,0.0,0.0,0.0
00:20:18.465,0.0,0.0,0.0
00:20:18.535,0.0,0.0,0.0
00:20:18.635,0.0,0.0,0.0
00:20:18.735,0.0,0.0,0.0
00:20:18.835,0.0,0.0,0.0
00:20:19.045,0.0,0.0,0.0
00:20:19.064,0.0,0.0,0.0
00:20:19.137,0.0,0.0,0.0
00:20:19.237,0.0,0.0,0.0
00:20:19.337,0.0,0.0,0.0
00:20:19.466,0.0,0.0,0.0
00:20:19.538,0.0,0.0,0.0
00:20:19.638,0.0,0.0,0.0
00:20:19.739,0.0,0.0,0.0
00:20:19.840,0.0,0.0,0.0
00:20:19.967,0.0,0.0,0.0
00:20:20.041,0.0,0.0,0.0
00:20:20.140,0.0,0.0,0.0
00:20:20.240,0.0,0.0,0.0
00:20:20.341,0.0,0.0,0.0
00:20:20.468,0.0,0.0,0.0
00:20:20.541,0.0,0.0,0.0
00:20:20.642,0.0,0.0,0.0
00:20:20.743,0.0,0.0,0.0
00:20:20.843,0.0,0.0,0.0
00:20:21.052,0.0,0.0,0.0
00:20:21.072,0.0,0.0,0.0
00:20:21.143,0.0,0.0,0.0
00:20:21.244,0.0,0.0,0.0
00:20:21.345,0.0,0.0,0.0
00:20:21.470,0.0,0.0,0.0
