BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon,,,,,,,
24:43.1,1509274,45160,492562871,-1229224804,,0.115740741,0.1,,,,
24:43.2,1509374,45160,492562871,-1229224804,,0.115740741,0.1,,,,
24:43.3,1509477,44510,492562867,-1229224807,,0.119212963,0.103,,,,
24:43.4,1509574,44510,492562867,-1229224807,,0.113425926,0.097,,,,
24:43.5,1509677,43690,492562824,-1229224814,,0.115740741,0.103,,,,
24:43.6,1509777,43690,492562824,-1229224814,,0.128472222,0.1,,,,
24:43.7,1509874,42730,492562780,-1229224816,,0.104166667,0.097,,,,
24:43.8,1509974,42730,492562780,-1229224816,,0.115740741,0.1,,,,
24:43.9,1510077,42520,492562778,-1229224822,,0.115740741,0.103,,,,
24:44.0,1510177,42520,492562778,-1229224822,,0.116898148,0.1,,,,
24:44.1,1510277,42140,492562768,-1229224817,,0.115740741,0.1,,,,
24:44.2,1510377,42140,492562768,-1229224817,,0.115740741,0.1,,,,
24:44.3,1510474,41890,492562769,-1229224819,,0.115740741,0.097,,,,
24:44.4,1510577,41890,492562769,-1229224819,,0.119212963,0.103,,,,
24:44.5,1510674,42180,492562780,-1229224829,,0.112268519,0.097,,,,
24:44.6,1510777,42180,492562780,-1229224829,,0.12962963,0.103,,,,
24:44.7,1510877,41900,492562783,-1229224831,,0.106481481,0.1,,,,
24:44.8,1510974,41900,492562783,-1229224831,,0.113425926,0.097,,,,
24:44.9,1511074,41500,492562761,-1229224826,,0.112268519,0.1,,,,
24:45.0,1511174,41500,492562761,-1229224826,,0.119212963,0.1,,,,
24:45.1,1511277,41140,492562732,-1229224822,,0.122685185,0.103,,,,
24:45.2,1511376,41140,492562732,-1229224822,,0.109953704,0.099,,,,
24:45.3,1511477,40920,492562714,-1229224818,,0.115740741,0.101,,,,
24:45.4,1511579,40920,492562714,-1229224818,,0.119212963,0.102,,,,
24:45.5,1511674,40570,492562704,-1229224810,,0.112268519,0.095,,,,
24:45.6,1511774,40570,492562704,-1229224810,,0.122685185,0.1,,,,
24:45.7,1511877,40460,492562693,-1229224803,,0.115740741,0.103,,,,
24:45.8,1511976,40460,492562693,-1229224803,,0.109953704,0.099,,,,
24:45.9,1512074,40590,492562685,-1229224803,,0.115740741,0.098,,,,
24:46.0,1512177,40590,492562685,-1229224803,,0.119212963,0.103,,,,
24:46.1,1512277,40350,492562656,-1229224800,,0.119212963,0.1,,,,
24:46.2,1512374,40350,492562656,-1229224800,,0.109953704,0.097,,,,
24:46.3,1512477,39880,492562606,-1229224795,,0.115740741,0.103,,,,
24:46.4,1512576,39880,492562606,-1229224795,,0.113425926,0.099,,,,
24:46.5,1512674,39730,492562604,-1229224799,,0.119212963,0.098,,,,
24:46.6,1512777,39730,492562604,-1229224799,,0.127314815,0.103,,,,
24:46.7,1512877,39370,492562616,-1229224793,,0.109953704,0.1,,,,
24:46.8,1512974,39370,492562616,-1229224793,,0.109953704,0.097,,,,
24:46.9,1513077,39460,492562634,-1229224788,,0.115740741,0.103,,,,
24:47.0,1513174,39460,492562634,-1229224788,,0.113425926,0.097,,,,
24:47.1,1513282,38840,492562598,-1229224787,,0.125,0.108,,,,
24:47.2,1513374,38840,492562598,-1229224787,,0.109953704,0.092,,,,
24:47.3,1513477,38620,492562593,-1229224781,,0.119212963,0.103,,,,
24:47.4,1513574,38620,492562593,-1229224781,,0.113425926,0.097,,,,
24:47.5,1513677,38530,492562602,-1229224778,,0.115740741,0.103,,,,
24:47.6,1513776,38530,492562602,-1229224778,,0.119212963,0.099,,,,
24:47.7,1513874,38440,492562644,-1229224764,,0.112268519,0.098,,,,
24:47.8,1513974,38440,492562644,-1229224764,,0.115740741,0.1,,,,
24:47.9,1514074,38120,492562659,-1229224755,,0.113425926,0.1,,,,
24:48.0,1514174,38120,492562659,-1229224755,,0.119212963,0.1,,,,
24:48.1,1514276,37910,492562651,-1229224769,,0.115740741,0.102,,,,
24:48.2,1514374,37910,492562651,-1229224769,,0.113425926,0.098,,,,
24:48.3,1514474,38110,492562659,-1229224787,,0.119212963,0.1,,,,
24:48.4,1514577,38110,492562659,-1229224787,,0.121527778,0.103,,,,
24:48.5,1514674,37540,492562622,-1229224791,,0.109953704,0.097,,,,
24:48.6,1514776,37540,492562622,-1229224791,,0.119212963,0.102,,,,
24:48.7,1514875,37490,492562620,-1229224776,,0.113425926,0.099,,,,
24:48.8,1514982,37490,492562620,-1229224776,,0.127314815,0.107,,,,
24:48.9,1515078,37500,492562613,-1229224753,,0.109953704,0.096,,,,
24:49.0,1515177,37500,492562613,-1229224753,,0.111111111,0.099,,,,
24:49.1,1515277,37470,492562604,-1229224744,,0.115740741,0.1,,,,
24:49.2,1515379,37470,492562604,-1229224744,,0.115740741,0.102,,,,
24:49.3,1515478,37340,492562579,-1229224741,,0.121527778,0.099,,,,
24:49.4,1515574,37340,492562579,-1229224741,,0.111111111,0.096,,,,
24:49.5,1515675,37190,492562571,-1229224741,,0.115740741,0.101,,,,
24:49.6,1515778,37190,492562571,-1229224741,,0.122685185,0.103,,,,
24:49.7,1515875,37240,492562596,-1229224722,,0.109953704,0.097,,,,
24:49.8,1515975,37240,492562596,-1229224722,,0.115740741,0.1,,,,
24:49.9,1516078,37360,492562620,-1229224705,,0.115740741,0.103,,,,
24:50.0,1516178,37360,492562620,-1229224705,,0.116898148,0.1,,,,
24:50.1,1516275,37350,492562626,-1229224705,,0.115740741,0.097,,,,
24:50.2,1516375,37350,492562626,-1229224705,,0.115740741,0.1,,,,
24:50.3,1516475,38080,492562671,-1229224708,,0.115740741,0.1,,,,
24:50.4,1516575,38080,492562671,-1229224708,,0.115740741,0.1,,,,
24:50.5,1516675,38580,492562713,-1229224698,,0.115740741,0.1,,,,
24:50.6,1516778,38580,492562713,-1229224698,,0.122685185,0.103,,,,
24:50.7,1516875,39270,492562776,-1229224683,,0.109953704,0.097,,,,
24:50.8,1516975,39270,492562776,-1229224683,,0.115740741,0.1,,,,
24:50.9,1517075,39420,492562792,-1229224667,,0.115740741,0.1,,,,
24:51.0,1517175,39420,492562792,-1229224667,,0.115740741,0.1,,,,
24:51.1,1517275,39580,492562783,-1229224658,,0.116898148,0.1,,,,
24:51.2,1517375,39580,492562783,-1229224658,,0.115740741,0.1,,,,
24:51.3,1517475,39780,492562775,-1229224649,,0.115740741,0.1,,,,
24:51.4,1517575,39780,492562775,-1229224649,,0.115740741,0.1,,,,
24:51.5,1517675,39850,492562763,-1229224639,,0.115740741,0.1,,,,
24:51.6,1517775,39850,492562763,-1229224639,,0.122685185,0.1,,,,
24:51.7,1517878,39920,492562746,-1229224634,,0.114583333,0.103,,,,
24:51.8,1517975,39920,492562746,-1229224634,,0.111111111,0.097,,,,
24:51.9,1518075,40550,492562768,-1229224628,,0.116898148,0.1,,,,
24:52.0,1518175,40550,492562768,-1229224628,,0.115740741,0.1,,,,
24:52.1,1518275,41130,492562807,-1229224611,,0.115740741,0.1,,,,
24:52.2,1518378,41130,492562807,-1229224611,,0.115740741,0.103,,,,
24:52.3,1518475,41530,492562848,-1229224590,,0.115740741,0.097,,,,
24:52.4,1518575,41530,492562848,-1229224590,,0.113425926,0.1,,,,
24:52.5,1518675,41760,492562862,-1229224592,,0.119212963,0.1,,,,
24:52.6,1518775,41760,492562862,-1229224592,,0.122685185,0.1,,,,
24:52.7,1518878,42180,492562891,-1229224594,,0.108796296,0.103,,,,
24:52.8,1518975,42180,492562891,-1229224594,,0.115740741,0.097,,,,
24:52.9,1519075,42700,492562930,-1229224587,,0.116898148,0.1,,,,
24:53.0,1519175,42700,492562930,-1229224587,,0.115740741,0.1,,,,
24:53.1,1519275,42820,492562938,-1229224563,,0.115740741,0.1,,,,
24:53.2,1519378,42820,492562938,-1229224563,,0.121527778,0.103,,,,
24:53.3,1519475,42780,492562938,-1229224546,,0.109953704,0.097,,,,
24:53.4,1519580,42780,492562938,-1229224546,,0.121527778,0.105,,,,
24:53.5,1519675,42870,492562949,-1229224533,,0.111111111,0.095,,,,
24:53.6,1519775,42870,492562949,-1229224533,,0.121527778,0.1,,,,
24:53.7,1519875,42920,492562959,-1229224513,,0.109953704,0.1,,,,
24:53.8,1519975,42920,492562959,-1229224513,,0.115740741,0.1,,,,
24:53.9,1520075,42750,492562952,-1229224494,,0.115740741,0.1,,,,
24:54.0,1520175,42750,492562952,-1229224494,,0.115740741,0.1,,,,
24:54.1,1520278,42730,492562950,-1229224478,,0.119212963,0.103,,,,
24:54.2,1520375,42730,492562950,-1229224478,,0.125,0.097,,,,
24:54.3,1520475,42780,492562961,-1229224470,,0.104166667,0.1,,,,
24:54.4,1520575,42780,492562961,-1229224470,,0.115740741,0.1,,,,
24:54.5,1520675,42800,492562957,-1229224463,,0.113425926,0.1,,,,
24:54.6,1520775,42800,492562957,-1229224463,,0.125,0.1,,,,
24:54.7,1520875,42480,492562945,-1229224468,,0.109953704,0.1,,,,
24:54.8,1520975,42480,492562945,-1229224468,,0.115740741,0.1,,,,
24:54.9,1521075,42420,492562948,-1229224471,,0.115740741,0.1,,,,
24:55.0,1521178,42420,492562948,-1229224471,,0.122685185,0.103,,,,
24:55.1,1521278,42510,492562940,-1229224456,,0.115740741,0.1,,,,
24:55.2,1521374,42510,492562940,-1229224456,,0.109953704,0.096,,,,
24:55.3,1521474,42140,492562950,-1229224459,,0.115740741,0.1,,,,
24:55.4,1521575,42140,492562950,-1229224459,,0.118055556,0.101,,,,
24:55.5,1521675,41770,492562971,-1229224454,,0.114583333,0.1,,,,
24:55.6,1521780,41770,492562971,-1229224454,,0.127314815,0.105,,,,
24:55.7,1521874,41310,492562980,-1229224450,,0.109953704,0.094,,,,
24:55.8,1521975,41310,492562980,-1229224450,,0.111111111,0.101,,,,
24:55.9,1522075,40910,492562985,-1229224456,,0.115740741,0.1,,,,
24:56.0,1522175,40910,492562985,-1229224456,,0.115740741,0.1,,,,
24:56.1,1522276,40490,492562984,-1229224462,,0.116898148,0.101,,,,
24:56.2,1522376,40490,492562984,-1229224462,,0.115740741,0.1,,,,
24:56.3,1522476,39910,492562976,-1229224467,,0.115740741,0.1,,,,
24:56.4,1522576,39910,492562976,-1229224467,,0.116898148,0.1,,,,
24:56.5,1522679,39500,492562977,-1229224484,,0.115740741,0.103,,,,
24:56.6,1522776,39500,492562977,-1229224484,,0.116898148,0.097,,,,
24:56.7,1522874,39090,492562963,-1229224514,,0.116898148,0.098,,,,
24:56.9,1522974,39090,492562963,-1229224514,,0.16087963,0.1,,,,
24:57.0,1523074,39330,492562957,-1229224509,,0.106481481,0.1,,,,
24:57.1,1523174,39330,492562957,-1229224509,,0.106481481,0.1,,,,
24:57.1,1523276,39190,492562959,-1229224511,,0.111111111,0.102,,,,
24:57.2,1523376,39190,492562959,-1229224511,,0.099537037,0.1,,,,
24:57.3,1523475,39240,492562969,-1229224501,,0.111111111,0.099,,,,
24:57.4,1523575,39240,492562969,-1229224501,,0.115740741,0.1,,,,
24:57.5,1523676,39460,492562969,-1229224479,,0.115740741,0.101,,,,
24:57.6,1523776,39460,492562969,-1229224479,,0.122685185,0.1,,,,
24:57.7,1523874,39540,492562975,-1229224464,,0.109953704,0.098,,,,
24:57.8,1523974,39540,492562975,-1229224464,,0.115740741,0.1,,,,
24:57.9,1524076,39540,492562972,-1229224455,,0.115740741,0.102,,,,
24:58.0,1524176,39540,492562972,-1229224455,,0.116898148,0.1,,,,
24:58.1,1524276,39550,492562965,-1229224438,,0.115740741,0.1,,,,
24:58.2,1524374,39550,492562965,-1229224438,,0.115740741,0.098,,,,
24:58.3,1524476,39580,492562962,-1229224423,,0.115740741,0.102,,,,
24:58.4,1524576,39580,492562962,-1229224423,,0.116898148,0.1,,,,
24:58.5,1524675,39290,492562952,-1229224416,,0.115740741,0.099,,,,
24:58.6,1524776,39290,492562952,-1229224416,,0.122685185,0.101,,,,
24:58.7,1524874,39160,492562960,-1229224405,,0.106481481,0.098,,,,
24:58.8,1524974,39160,492562960,-1229224405,,0.119212963,0.1,,,,
24:58.9,1525076,39110,492562964,-1229224394,,0.115740741,0.102,,,,
24:59.0,1525176,39110,492562964,-1229224394,,0.115740741,0.1,,,,
24:59.1,1525274,38930,492562968,-1229224389,,0.115740741,0.098,,,,
24:59.2,1525375,38930,492562968,-1229224389,,0.116898148,0.101,,,,
24:59.3,1525475,38880,492562955,-1229224364,,0.113425926,0.1,,,,
24:59.4,1525575,38880,492562955,-1229224364,,0.116898148,0.1,,,,
24:59.5,1525677,38820,492562959,-1229224350,,0.118055556,0.102,,,,
24:59.6,1525775,38820,492562959,-1229224350,,0.122685185,0.098,,,,
24:59.7,1525875,38980,492562970,-1229224341,,0.108796296,0.1,,,,
24:59.8,1525975,38980,492562970,-1229224341,,0.113425926,0.1,,,,
24:59.9,1526075,39180,492562974,-1229224333,,0.119212963,0.1,,,,
25:00.0,1526175,39180,492562974,-1229224333,,0.115740741,0.1,,,,
25:00.1,1526280,39120,492562979,-1229224329,,0.118055556,0.105,,,,
25:00.2,1526375,39120,492562979,-1229224329,,0.114583333,0.095,,,,
25:00.3,1526477,38870,492562984,-1229224322,,0.109953704,0.102,,,,
25:00.4,1526575,38870,492562984,-1229224322,,0.121527778,0.098,,,,
25:00.5,1526675,38980,492562987,-1229224305,,0.115740741,0.1,,,,
25:00.6,1526775,38980,492562987,-1229224305,,0.122685185,0.1,,,,
25:00.7,1526875,38850,492562982,-1229224293,,0.109953704,0.1,,,,
25:00.8,1526975,38850,492562982,-1229224293,,0.115740741,0.1,,,,
25:00.9,1527075,38800,492562983,-1229224273,,0.116898148,0.1,,,,
25:01.0,1527177,38800,492562983,-1229224273,,0.112268519,0.102,,,,
25:01.1,1527275,38590,492562985,-1229224260,,0.119212963,0.098,,,,
25:01.2,1527375,38590,492562985,-1229224260,,0.115740741,0.1,,,,
25:01.3,1527475,38500,492562995,-1229224257,,0.115740741,0.1,,,,
25:01.4,1527575,38500,492562995,-1229224257,,0.115740741,0.1,,,,
25:01.5,1527675,38380,492563012,-1229224258,,0.116898148,0.1,,,,
25:01.6,1527780,38380,492563012,-1229224258,,0.122685185,0.105,,,,
25:01.7,1527876,38550,492563020,-1229224246,,0.109953704,0.096,,,,
25:01.8,1527975,38550,492563020,-1229224246,,0.115740741,0.099,,,,
25:01.9,1528075,38810,492563033,-1229224236,,0.115740741,0.1,,,,
25:02.0,1528175,38810,492563033,-1229224236,,0.115740741,0.1,,,,
25:02.1,1528275,38780,492563040,-1229224229,,0.116898148,0.1,,,,
25:02.2,1528375,38780,492563040,-1229224229,,0.115740741,0.1,,,,
25:02.3,1528475,38670,492563056,-1229224224,,0.115740741,0.1,,,,
25:02.4,1528575,38670,492563056,-1229224224,,0.115740741,0.1,,,,
25:02.5,1528675,38800,492563066,-1229224219,,0.116898148,0.1,,,,
25:02.6,1528775,38800,492563066,-1229224219,,0.115740741,0.1,,,,
25:02.7,1528880,38690,492563073,-1229224220,,0.112268519,0.105,,,,
25:02.8,1528976,38690,492563073,-1229224220,,0.12037037,0.096,,,,
25:02.9,1529075,38460,492563080,-1229224216,,0.115740741,0.099,,,,
25:03.0,1529175,38460,492563080,-1229224216,,0.112268519,0.1,,,,
25:03.1,1529275,38090,492563082,-1229224219,,0.119212963,0.1,,,,
25:03.2,1529377,38090,492563082,-1229224219,,0.116898148,0.102,,,,
25:03.3,1529475,37940,492563085,-1229224217,,0.115740741,0.098,,,,
25:03.4,1529577,37940,492563085,-1229224217,,0.115740741,0.102,,,,
25:03.5,1529675,37880,492563095,-1229224203,,0.115740741,0.098,,,,
25:03.7,1529782,37880,492563095,-1229224203,,0.128472222,0.107,,,,
25:03.8,1529877,37800,492563103,-1229224188,,0.114583333,0.095,,,,
25:03.8,1529977,37800,492563103,-1229224188,,0.105324074,0.1,,,,
25:03.9,1530075,37950,492563103,-1229224170,,0.116898148,0.098,,,,
25:04.0,1530177,37950,492563103,-1229224170,,0.115740741,0.102,,,,
25:04.1,1530275,37800,492563087,-1229224164,,0.115740741,0.098,,,,
25:04.2,1530375,37800,492563087,-1229224164,,0.115740741,0.1,,,,
25:04.3,1530477,37610,492563082,-1229224161,,0.115740741,0.102,,,,
25:04.4,1530577,37610,492563082,-1229224161,,0.116898148,0.1,,,,
25:04.5,1530677,37780,492563084,-1229224142,,0.115740741,0.1,,,,
25:04.7,1530775,37780,492563084,-1229224142,,0.122685185,0.098,,,,
25:04.7,1530875,37760,492563085,-1229224132,,0.108796296,0.1,,,,
25:04.9,1530975,37760,492563085,-1229224132,,0.116898148,0.1,,,,
25:04.9,1531080,37800,492563098,-1229224125,,0.115740741,0.105,,,,
25:05.1,1531177,37800,492563098,-1229224125,,0.115740741,0.097,,,,
25:05.1,1531280,37970,492563095,-1229224104,,0.115740741,0.103,,,,
25:05.3,1531375,37970,492563095,-1229224104,,0.116898148,0.095,,,,
25:05.4,1531475,38090,492563085,-1229224088,,0.115740741,0.1,,,,
25:05.5,1531575,38090,492563085,-1229224088,,0.115740741,0.1,,,,
25:05.6,1531677,38210,492563080,-1229224074,,0.115740741,0.102,,,,
25:05.7,1531777,38210,492563080,-1229224074,,0.122685185,0.1,,,,
25:05.8,1531875,38340,492563087,-1229224062,,0.109953704,0.098,,,,
25:05.9,1531976,38340,492563087,-1229224062,,0.115740741,0.101,,,,
25:06.0,1532075,38410,492563092,-1229224048,,0.115740741,0.099,,,,
25:06.0,1532175,38410,492563092,-1229224048,,0.111111111,0.1,,,,
25:06.2,1532275,38370,492563075,-1229224036,,0.121527778,0.1,,,,
25:06.3,1532377,38370,492563075,-1229224036,,0.113425926,0.102,,,,
25:06.4,1532475,38220,492563063,-1229224024,,0.118055556,0.098,,,,
25:06.5,1532575,38220,492563063,-1229224024,,0.113425926,0.1,,,,
25:06.6,1532677,38070,492563060,-1229224014,,0.119212963,0.102,,,,
25:06.7,1532775,38070,492563060,-1229224014,,0.122685185,0.098,,,,
25:06.8,1532877,37840,492563049,-1229224017,,0.109953704,0.102,,,,
25:06.9,1532977,37840,492563049,-1229224017,,0.115740741,0.1,,,,
25:07.0,1533075,37880,492563055,-1229224013,,0.109953704,0.098,,,,
25:07.1,1533176,37880,492563055,-1229224013,,0.121527778,0.101,,,,
25:07.2,1533282,37680,492563060,-1229224013,,0.116898148,0.106,,,,
25:07.3,1533377,37680,492563060,-1229224013,,0.115740741,0.095,,,,
25:07.4,1533475,37450,492563077,-1229224019,,0.115740741,0.098,,,,
25:07.5,1533575,37450,492563077,-1229224019,,0.116898148,0.1,,,,
25:07.6,1533675,37400,492563099,-1229224016,,0.115740741,0.1,,,,
25:07.7,1533775,37400,492563099,-1229224016,,0.122685185,0.1,,,,
25:07.8,1533877,37410,492563108,-1229224009,,0.109953704,0.102,,,,
25:07.9,1533975,37410,492563108,-1229224009,,0.115740741,0.098,,,,
25:08.0,1534075,37350,492563132,-1229224016,,0.115740741,0.1,,,,
25:08.1,1534175,37350,492563132,-1229224016,,0.115740741,0.1,,,,
25:08.2,1534278,37150,492563128,-1229224019,,0.116898148,0.103,,,,
25:08.3,1534375,37150,492563128,-1229224019,,0.113425926,0.097,,,,
25:08.4,1534475,37540,492563126,-1229224003,,0.118055556,0.1,,,,
25:08.5,1534575,37540,492563126,-1229224003,,0.116898148,0.1,,,,
25:08.6,1534677,37640,492563118,-1229223994,,0.115740741,0.102,,,,
25:08.7,1534775,37640,492563118,-1229223994,,0.121527778,0.098,,,,
25:08.8,1534876,37550,492563106,-1229223989,,0.105324074,0.101,,,,
25:08.9,1534976,37550,492563106,-1229223989,,0.121527778,0.1,,,,
25:09.0,1535076,37580,492563110,-1229223985,,0.115740741,0.1,,,,
25:09.1,1535176,37580,492563110,-1229223985,,0.111111111,0.1,,,,
25:09.2,1535276,37750,492563131,-1229223991,,0.119212963,0.1,,,,
25:09.3,1535376,37750,492563131,-1229223991,,0.113425926,0.1,,,,
25:09.4,1535476,37970,492563158,-1229223996,,0.121527778,0.1,,,,
25:09.5,1535576,37970,492563158,-1229223996,,0.115740741,0.1,,,,
25:09.6,1535678,38230,492563165,-1229223985,,0.115740741,0.102,,,,
25:09.7,1535776,38230,492563165,-1229223985,,0.115740741,0.098,,,,
25:09.8,1535876,38530,492563165,-1229223975,,0.113425926,0.1,,,,
25:09.9,1535976,38530,492563165,-1229223975,,0.119212963,0.1,,,,
25:10.0,1536076,38730,492563166,-1229223970,,0.115740741,0.1,,,,
25:10.1,1536176,38730,492563166,-1229223970,,0.113425926,0.1,,,,
25:10.2,1536281,38890,492563168,-1229223962,,0.125,0.105,,,,
25:10.3,1536376,38890,492563168,-1229223962,,0.106481481,0.095,,,,
25:10.4,1536478,39440,492563182,-1229223944,,0.116898148,0.102,,,,
25:10.5,1536576,39440,492563182,-1229223944,,0.118055556,0.098,,,,
25:10.6,1536678,39550,492563187,-1229223933,,0.111111111,0.102,,,,
25:10.7,1536776,39550,492563187,-1229223933,,0.127314815,0.098,,,,
25:10.8,1536881,40040,492563181,-1229223911,,0.107638889,0.105,,,,
25:10.9,1536976,40040,492563181,-1229223911,,0.115740741,0.095,,,,
25:11.0,1537076,40300,492563177,-1229223897,,0.119212963,0.1,,,,
25:11.1,1537176,40300,492563177,-1229223897,,0.115740741,0.1,,,,
25:11.2,1537276,40380,492563188,-1229223894,,0.115740741,0.1,,,,
25:11.3,1537381,40380,492563188,-1229223894,,0.121527778,0.105,,,,
25:11.4,1537476,40850,492563215,-1229223885,,0.111111111,0.095,,,,
25:11.5,1537576,40850,492563215,-1229223885,,0.109953704,0.1,,,,
25:11.6,1537676,40860,492563224,-1229223885,,0.121527778,0.1,,,,
25:11.7,1537778,40860,492563224,-1229223885,,0.122685185,0.102,,,,
25:11.8,1537876,41350,492563225,-1229223875,,0.109953704,0.098,,,,
25:11.9,1537976,41350,492563225,-1229223875,,0.113425926,0.1,,,,
25:12.0,1538076,41840,492563241,-1229223865,,0.115740741,0.1,,,,
25:12.1,1538176,41840,492563241,-1229223865,,0.119212963,0.1,,,,
25:12.2,1538276,42100,492563245,-1229223864,,0.115740741,0.1,,,,
25:12.3,1538376,42100,492563245,-1229223864,,0.113425926,0.1,,,,
25:12.4,1538476,42600,492563246,-1229223857,,0.113425926,0.1,,,,
25:12.5,1538576,42600,492563246,-1229223857,,0.119212963,0.1,,,,
25:12.6,1538676,42790,492563260,-1229223853,,0.118055556,0.1,,,,
25:12.7,1538778,42790,492563260,-1229223853,,0.122685185,0.102,,,,
25:12.8,1538876,43050,492563275,-1229223849,,0.104166667,0.098,,,,
25:12.9,1538978,43050,492563275,-1229223849,,0.121527778,0.102,,,,
25:13.0,1539076,43250,492563287,-1229223847,,0.115740741,0.098,,,,
25:13.1,1539176,43250,492563287,-1229223847,,0.116898148,0.1,,,,
25:13.2,1539276,43500,492563294,-1229223845,,0.115740741,0.1,,,,
25:13.3,1539376,43500,492563294,-1229223845,,0.109953704,0.1,,,,
25:13.4,1539476,43730,492563293,-1229223847,,0.122685185,0.1,,,,
25:13.5,1539576,43730,492563293,-1229223847,,0.115740741,0.1,,,,
25:13.6,1539676,44270,492563308,-1229223840,,0.109953704,0.1,,,,
25:13.7,1539781,44270,492563308,-1229223840,,0.122685185,0.105,,,,
25:13.8,1539876,44560,492563324,-1229223834,,0.115740741,0.095,,,,
25:13.9,1539976,44560,492563324,-1229223834,,0.115740741,0.1,,,,
25:14.0,1540078,44960,492563351,-1229223826,,0.115740741,0.102,,,,
25:14.1,1540176,44960,492563351,-1229223826,,0.115740741,0.098,,,,
25:14.2,1540276,45030,492563365,-1229223825,,0.111111111,0.1,,,,
25:14.3,1540376,45030,492563365,-1229223825,,0.121527778,0.1,,,,
25:14.4,1540476,45360,492563375,-1229223814,,0.115740741,0.1,,,,
25:14.5,1540576,45360,492563375,-1229223814,,0.111111111,0.1,,,,
25:14.6,1540676,45550,492563391,-1229223810,,0.119212963,0.1,,,,
25:14.7,1540776,45550,492563391,-1229223810,,0.119212963,0.1,,,,
25:14.8,1540878,45820,492563397,-1229223805,,0.115740741,0.102,,,,
25:14.9,1540978,45820,492563397,-1229223805,,0.115740741,0.1,,,,
25:15.0,1541076,45880,492563393,-1229223802,,0.115740741,0.098,,,,
25:15.1,1541176,45880,492563393,-1229223802,,0.113425926,0.1,,,,
25:15.2,1541276,46150,492563395,-1229223791,,0.115740741,0.1,,,,
25:15.3,1541376,46150,492563395,-1229223791,,0.116898148,0.1,,,,
25:15.4,1541476,46140,492563399,-1229223789,,0.115740741,0.1,,,,
25:15.5,1541576,46140,492563399,-1229223789,,0.116898148,0.1,,,,
25:15.6,1541676,46250,492563403,-1229223786,,0.118055556,0.1,,,,
25:15.7,1541776,46250,492563403,-1229223786,,0.116898148,0.1,,,,
25:15.8,1541876,46070,492563402,-1229223791,,0.115740741,0.1,,,,
25:15.9,1541976,46070,492563402,-1229223791,,0.114583333,0.1,,,,
25:16.0,1542076,46160,492563397,-1229223789,,0.113425926,0.1,,,,
25:16.1,1542176,46160,492563397,-1229223789,,0.113425926,0.1,,,,
25:16.2,1542276,46350,492563397,-1229223776,,0.121527778,0.1,,,,
25:16.3,1542376,46350,492563397,-1229223776,,0.116898148,0.1,,,,
25:16.4,1542476,46210,492563390,-1229223766,,0.112268519,0.1,,,,
25:16.5,1542576,46210,492563390,-1229223766,,0.113425926,0.1,,,,
25:16.6,1542676,46400,492563387,-1229223760,,0.116898148,0.1,,,,
25:16.7,1542778,46400,492563387,-1229223760,,0.121527778,0.102,,,,
25:16.8,1542876,46340,492563381,-1229223764,,0.115740741,0.098,,,,
25:16.9,1542976,46340,492563381,-1229223764,,0.112268519,0.1,,,,
25:17.0,1543076,46410,492563387,-1229223764,,0.116898148,0.1,,,,
25:17.1,1543176,46410,492563387,-1229223764,,0.118055556,0.1,,,,
25:17.2,1543281,46660,492563397,-1229223763,,0.116898148,0.105,,,,
25:17.3,1543376,46660,492563397,-1229223763,,0.113425926,0.095,,,,
25:17.4,1543474,46720,492563391,-1229223759,,0.112268519,0.098,,,,
25:17.5,1543576,46720,492563391,-1229223759,,0.122685185,0.102,,,,
25:17.6,1543678,46870,492563393,-1229223749,,0.115740741,0.102,,,,
25:17.7,1543776,46870,492563393,-1229223749,,0.119212963,0.098,,,,
25:17.8,1543876,46640,492563380,-1229223749,,0.113425926,0.1,,,,
25:17.9,1543976,46640,492563380,-1229223749,,0.115740741,0.1,,,,
25:18.0,1544076,46630,492563354,-1229223741,,0.115740741,0.1,,,,
25:18.1,1544176,46630,492563354,-1229223741,,0.115740741,0.1,,,,
25:18.2,1544276,46970,492563335,-1229223723,,0.113425926,0.1,,,,
25:18.3,1544376,46970,492563335,-1229223723,,0.119212963,0.1,,,,
25:18.4,1544478,47090,492563327,-1229223716,,0.115740741,0.102,,,,
25:18.5,1544576,47090,492563327,-1229223716,,0.115740741,0.098,,,,
25:18.6,1544674,47730,492563302,-1229223683,,0.109953704,0.098,,,,
25:18.7,1544776,47730,492563302,-1229223683,,0.122685185,0.102,,,,
25:18.8,1544876,48570,492563286,-1229223644,,0.113425926,0.1,,,,
25:18.9,1544976,48570,492563286,-1229223644,,0.118055556,0.1,,,,
25:19.0,1545076,49300,492563282,-1229223610,,0.115740741,0.1,,,,
25:19.1,1545176,49300,492563282,-1229223610,,0.113425926,0.1,,,,
25:19.2,1545278,50060,492563292,-1229223584,,0.119212963,0.102,,,,
25:19.3,1545376,50060,492563292,-1229223584,,0.115740741,0.098,,,,
25:19.4,1545476,50200,492563286,-1229223583,,0.113425926,0.1,,,,
25:19.5,1545576,50200,492563286,-1229223583,,0.113425926,0.1,,,,
25:19.6,1545676,50600,492563291,-1229223570,,0.121527778,0.1,,,,
25:19.7,1545778,50600,492563291,-1229223570,,0.116898148,0.102,,,,
25:19.8,1545876,50650,492563281,-1229223563,,0.115740741,0.098,,,,
