BBB Time,Weeks,Secs
00:09:28.570,0,0
00:09:28.669,0,0
00:09:28.771,0,0
00:09:28.871,0,0
00:09:29.081,0,0
00:09:29.101,0,0
00:09:29.172,0,0
00:09:29.272,0,0
00:09:29.372,0,0
00:09:29.475,0,0
00:09:29.573,0,0
00:09:29.672,0,0
00:09:29.774,0,0
00:09:29.874,0,0
00:09:29.975,0,0
00:09:30.076,0,0
00:09:30.174,0,0
00:09:30.274,0,0
00:09:30.375,0,0
00:09:30.476,0,0
00:09:30.575,0,0
00:09:30.675,0,0
00:09:30.776,0,0
00:20:10.305,0,0
00:20:10.405,0,0
00:20:10.506,0,0
00:20:10.606,0,0
00:20:10.707,0,0
00:20:10.807,0,0
00:20:10.983,0,0
00:20:11.036,0,0
00:20:11.107,0,0
00:20:11.208,0,0
00:20:11.308,0,0
00:20:11.408,0,0
00:20:11.508,0,0
00:20:11.609,0,0
00:20:11.709,0,0
00:20:11.809,0,0
00:20:11.910,0,0
00:20:12.011,0,0
00:20:12.110,0,0
00:20:12.210,0,0
00:20:12.311,0,0
00:20:12.411,0,0
00:20:12.511,0,0
00:20:12.612,0,0
00:20:12.712,0,0
00:20:12.813,0,0
00:20:12.989,0,0
00:20:13.042,0,0
00:20:13.113,0,0
00:20:13.213,0,0
00:20:13.314,0,0
00:20:13.414,0,0
00:20:13.514,0,0
00:20:13.615,0,0
00:20:13.716,0,0
00:20:13.815,0,0
00:20:13.916,0,0
00:20:14.017,0,0
00:20:14.116,0,0
00:20:14.217,0,0
00:20:14.317,0,0
00:20:14.417,0,0
00:20:14.518,0,0
00:20:14.618,0,0
00:20:14.719,0,0
00:20:14.819,0,0
00:20:14.996,0,0
00:20:15.049,0,0
00:20:15.120,0,0
00:20:15.220,0,0
00:20:15.321,0,0
00:20:15.421,0,0
00:20:15.521,0,0
00:20:15.622,0,0
00:20:15.722,0,0
00:20:15.823,0,0
00:20:15.923,0,0
00:20:16.024,0,0
00:20:16.123,0,0
00:20:16.224,0,0
00:20:16.324,0,0
00:20:16.425,0,0
00:20:16.524,0,0
00:20:16.626,0,0
00:20:16.726,0,0
00:20:16.826,0,0
00:20:17.003,0,0
00:20:17.055,0,0
00:20:17.126,0,0
00:20:17.227,0,0
00:20:17.327,0,0
00:20:17.428,0,0
00:20:17.528,0,0
00:20:17.628,0,0
00:20:17.729,0,0
00:20:17.829,0,0
00:20:17.929,0,0
00:20:18.031,0,0
00:20:18.130,0,0
00:20:18.230,0,0
00:20:18.330,0,0
00:20:18.462,0,0
00:20:18.531,0,0
00:20:18.632,0,0
00:20:18.731,0,0
00:20:18.832,0,0
00:20:19.041,0,0
00:20:19.061,0,0
00:20:19.133,0,0
00:20:19.233,0,0
00:20:19.334,0,0
00:20:19.463,0,0
00:20:19.535,0,0
00:20:19.635,0,0
00:20:19.736,0,0
00:20:19.836,0,0
00:20:19.964,0,0
00:20:20.038,0,0
00:20:20.137,0,0
00:20:20.237,0,0
00:20:20.337,0,0
00:20:20.465,0,0
00:20:20.538,0,0
00:20:20.638,0,0
00:20:20.740,0,0
00:20:20.840,0,0
00:20:21.049,0,0
00:20:21.069,0,0
00:20:21.140,0,0
00:20:21.240,0,0
00:20:21.341,0,0
00:20:21.467,0,0
00:20:21.540,0,0
00:20:21.641,0,0
00:20:21.742,0,0
00:20:21.843,0,0
00:20:21.968,0,0
00:20:22.045,0,0
00:20:22.143,0,0
00:20:22.244,0,0
00:20:22.344,0,0
00:20:22.469,0,0
00:20:22.545,0,0
00:20:22.645,0,0
00:20:22.746,0,0
00:20:22.846,0,0
00:20:23.056,0,0
00:20:23.075,0,0
00:20:23.147,0,0
00:20:23.247,0,0
00:20:23.348,0,0
00:20:23.471,0,0
00:20:23.549,0,0
00:20:23.649,0,0
00:20:23.750,0,0
00:20:23.850,0,0
00:20:23.972,0,0
00:20:24.052,0,0
00:20:24.152,0,0
00:20:24.251,0,0
00:20:24.352,0,0
00:20:24.473,0,0
00:20:24.552,0,0
00:20:24.653,0,0
00:20:24.753,0,0
00:20:24.854,0,0
00:20:25.064,0,0
00:20:25.084,0,0
00:20:25.154,0,0
00:20:25.255,0,0
00:20:25.355,0,0
00:20:25.475,0,0
00:20:25.556,0,0
00:20:25.656,0,0
00:20:25.757,0,0
00:20:25.857,0,0
00:20:25.977,0,0
00:20:26.059,0,0
00:20:26.158,0,0
00:20:26.258,0,0
00:20:26.359,0,0
00:20:26.478,0,0
00:20:26.560,0,0
00:20:26.659,0,0
00:20:26.760,0,0
00:20:26.860,0,0
00:20:27.071,0,0
00:20:27.091,0,0
00:20:27.161,0,0
00:20:27.262,0,0
00:20:27.362,0,0
00:20:27.479,0,0
00:20:27.563,0,0
00:20:27.663,0,0
00:20:27.764,0,0
00:20:27.864,0,0
00:20:27.981,0,0
00:20:28.066,0,0
00:20:28.165,0,0
00:20:28.265,0,0
00:20:28.366,0,0
00:20:28.481,0,0
00:20:28.566,0,0
00:20:28.667,0,0
00:20:28.767,0,0
00:20:28.867,0,0
00:20:29.077,0,0
00:20:29.097,0,0
00:20:29.168,0,0
00:20:29.268,0,0
00:20:29.369,0,0
00:20:29.483,0,0
00:20:29.570,0,0
00:20:29.670,0,0
00:20:29.771,0,0
00:20:29.871,0,0
00:20:29.985,0,0
00:20:30.074,0,0
00:20:30.172,0,0
00:20:30.273,0,0
00:20:30.373,0,0
00:20:30.485,0,0
00:20:30.573,0,0
00:20:30.673,0,0
00:20:30.774,0,0
00:20:30.874,0,0
00:20:31.084,0,0
00:20:31.104,0,0
00:20:31.175,0,0
00:20:31.275,0,0
00:20:31.376,0,0
00:20:31.487,0,0
00:20:31.576,0,0
00:20:31.677,0,0
00:20:31.777,0,0
00:20:31.877,0,0
00:20:31.987,0,0
00:20:32.080,0,0
00:20:32.178,0,0
00:20:32.278,0,0
00:20:32.379,0,0
00:20:32.488,0,0
00:20:32.580,0,0
00:20:32.680,0,0
00:20:32.780,0,0
00:20:32.881,0,0
00:20:33.090,0,0
00:20:33.110,0,0
00:20:33.182,0,0
00:20:33.282,0,0
00:20:33.382,0,0
00:20:33.490,0,0
00:20:33.582,0,0
00:20:33.683,0,0
00:20:33.783,0,0
00:20:33.883,0,0
00:20:33.991,0,0
00:20:34.086,0,0
00:20:34.185,0,0
00:20:34.285,0,0
00:20:34.384,0,0
00:20:34.491,0,0
00:20:34.586,0,0
00:20:34.686,0,0
00:20:34.786,0,0
00:20:34.886,0,0
00:20:35.097,0,0
00:20:35.117,0,0
00:20:35.188,0,0
00:20:35.288,0,0
00:20:35.387,0,0
00:20:35.493,0,0
00:20:35.588,0,0
00:20:35.689,0,0
00:20:35.789,0,0
00:20:35.889,0,0
00:20:35.993,0,0
00:20:36.092,0,0
00:20:36.191,0,0
00:20:36.291,0,0
00:20:36.391,0,0
00:20:36.494,0,0
00:20:36.592,0,0
00:20:36.692,0,0
00:20:36.792,0,0
00:20:36.893,0,0
00:20:37.102,0,0
00:20:37.122,0,0
00:20:37.194,0,0
00:20:37.293,0,0
00:20:37.394,0,0
00:20:37.496,0,0
00:20:37.595,0,0
00:20:37.695,0,0
00:20:37.796,0,0
00:20:37.896,0,0
00:20:37.997,0,0
00:20:38.098,0,0
00:20:38.198,0,0
00:20:38.297,0,0
00:20:38.397,0,0
00:20:38.498,0,0
00:20:38.599,0,0
00:20:38.699,0,0
00:20:38.799,0,0
00:20:38.899,0,0
00:20:39.109,0,0
00:20:39.128,0,0
00:20:39.201,0,0
00:20:39.301,0,0
00:20:39.401,0,0
00:20:39.501,0,0
00:20:39.601,0,0
00:20:39.701,0,0
00:20:39.802,0,0
00:20:39.902,0,0
00:20:40.003,0,0
00:20:40.104,0,0
00:20:40.203,0,0
00:20:40.304,0,0
00:20:40.404,0,0
00:20:40.504,0,0
00:20:40.604,0,0
00:20:40.705,0,0
00:20:40.805,0,0
00:20:40.905,0,0
00:20:41.115,0,0
00:20:41.135,0,0
00:20:41.206,0,0
00:20:41.307,0,0
00:20:41.407,0,0
00:20:41.507,0,0
00:20:41.607,0,0
00:20:41.707,0,0
00:20:41.808,0,0
00:20:41.908,0,0
00:20:42.008,0,0
00:20:42.110,0,0
00:20:42.208,0,0
00:20:42.310,0,0
00:20:42.410,0,0
00:20:42.509,0,0
00:20:42.610,0,0
00:20:42.710,0,0
00:20:42.810,0,0
00:20:42.910,0,0
00:20:43.118,0,0
00:20:43.138,0,0
00:20:43.211,0,0
00:20:43.312,0,0
00:20:43.412,0,0
00:20:43.513,0,0
00:20:43.614,0,0
00:20:43.713,0,0
00:20:43.813,0,0
00:20:43.913,0,0
00:20:44.014,0,0
00:20:44.115,0,0
00:20:44.214,0,0
00:20:44.315,0,0
00:20:44.416,0,0
00:20:44.516,0,0
00:20:44.616,0,0
00:20:44.716,0,0
00:20:44.816,0,0
00:20:44.917,0,0
00:20:45.127,0,0
00:20:45.146,0,0
00:20:45.217,0,0
00:20:45.317,0,0
00:20:45.419,0,0
00:20:45.519,0,0
00:20:45.619,0,0
00:20:45.719,0,0
00:20:45.820,0,0
00:20:45.920,0,0
00:20:46.020,0,0
00:20:46.122,0,0
00:20:46.221,0,0
00:20:46.321,0,0
00:20:46.422,0,0
00:20:46.522,0,0
00:20:46.622,0,0
00:20:46.722,0,0
00:20:46.823,0,0
00:20:46.923,0,0
00:20:47.125,0,0
00:20:47.145,0,0
00:20:47.224,0,0
00:20:47.324,0,0
00:20:47.425,0,0
00:20:47.525,0,0
00:20:47.624,0,0
00:20:47.725,0,0
00:20:47.826,0,0
00:20:47.925,0,0
00:20:48.026,0,0
00:20:48.127,0,0
00:20:48.226,0,0
00:20:48.326,0,0
00:20:48.428,0,0
00:20:48.527,0,0
00:20:48.627,0,0
00:20:48.728,0,0
00:20:48.828,0,0
00:20:48.929,0,0
00:20:49.127,0,0
00:20:49.147,0,0
00:20:49.229,0,0
00:20:49.329,0,0
00:20:49.429,0,0
00:20:49.531,0,0
00:20:49.630,0,0
00:20:49.730,0,0
00:20:49.831,0,0
00:20:49.930,0,0
00:20:50.031,0,0
00:20:50.133,0,0
00:20:50.231,0,0
00:20:50.332,0,0
00:20:50.432,0,0
00:20:50.533,0,0
00:20:50.632,0,0
00:20:50.732,0,0
00:20:50.833,0,0
00:20:50.933,0,0
00:20:51.130,0,0
00:20:51.149,0,0
00:20:51.234,0,0
00:20:51.334,0,0
00:20:51.434,0,0
00:20:51.535,0,0
00:20:51.635,0,0
00:20:51.734,0,0
00:20:51.835,0,0
00:20:51.935,0,0
00:20:52.036,0,0
00:20:52.138,0,0
