BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon,,,,,,,,
00:00.0,197775,850,0,0,,,,,,,,
1/86400,197878,850,0,0,,,#VALUE!,0.1030,,,,
02:48.5,197975,850,0,0,,,#VALUE!,0.0970,,,,86400
02:48.6,198075,850,0,0,,,0.115740741,0.1000,,,,
02:48.7,198175,850,0,0,,,0.115740741,0.1000,,,,
02:48.8,198275,850,0,0,,,0.115740741,0.1000,,,,
02:48.9,198375,850,0,0,,,0.115740741,0.1000,,,,
02:49.0,198475,850,0,0,,,0.115740741,0.1000,,,,
02:49.1,198575,850,0,0,,,0.115740741,0.1000,,,,
02:49.2,198675,850,0,0,,,0.113425926,0.1000,,,,
02:49.3,198780,850,0,0,,,0.125,0.1050,,,,
02:49.4,198875,850,0,0,,,0.109953704,0.0950,,,,
02:49.5,198975,850,0,0,,,0.115740741,0.1000,,,,
08:28.7,537574,57630,492563544,-1229222905,,,392.5752315,338.5990,,,,
08:28.8,537674,57450,492563519,-1229222899,,,0.115740741,0.1000,,,,
08:28.9,537776,57450,492563519,-1229222899,,,0.12037037,0.1020,,,,
08:29.2,538074,57450,492563528,-1229222916,,,0.34375,0.2980,,,,
08:29.3,538174,57450,492563528,-1229222916,,,0.119212963,0.1000,,,,
08:29.4,538279,57760,492563547,-1229222921,,,0.119212963,0.1050,,,,
08:29.5,538374,57760,492563547,-1229222921,,,0.108796296,0.0950,,,,
08:29.6,538474,58020,492563560,-1229222927,,,0.116898148,0.1000,,,,
08:29.7,538574,58020,492563560,-1229222927,,,0.115740741,0.1000,,,,
08:29.8,538674,58030,492563572,-1229222947,,,0.115740741,0.1000,,,,
08:29.9,538775,58030,492563572,-1229222947,,,0.125,0.1010,,,,
08:30.0,538877,57750,492563572,-1229222955,,,0.105324074,0.1020,,,,
08:30.1,538977,57750,492563572,-1229222955,,,0.118055556,0.1000,,,,
08:30.2,539077,57350,492563568,-1229222971,,,0.113425926,0.1000,,,,
08:30.3,539177,57350,492563568,-1229222971,,,0.115740741,0.1000,,,,
08:30.4,539274,56920,492563556,-1229222993,,,0.118055556,0.0970,,,,
08:30.5,539374,56920,492563556,-1229222993,,,0.114583333,0.1000,,,,
08:30.6,539474,55790,492563541,-1229223068,,,0.115740741,0.1000,,,,
08:30.7,539575,55790,492563541,-1229223068,,,0.116898148,0.1010,,,,
08:30.8,539675,54860,492563544,-1229223162,,,0.118055556,0.1000,,,,
08:30.9,539775,54860,492563544,-1229223162,,,0.119212963,0.1000,,,,
08:31.0,539875,53850,492563556,-1229223265,,,0.115740741,0.1000,,,,
08:31.1,539980,53850,492563556,-1229223265,,,0.119212963,0.1050,,,,
08:31.2,540075,52950,492563584,-1229223359,,,0.109953704,0.0950,,,,
08:31.3,540178,52950,492563584,-1229223359,,,0.113425926,0.1030,,,,
08:31.4,540275,52310,492563637,-1229223452,,,0.115740741,0.0970,,,,
08:31.5,540375,52310,492563637,-1229223452,,,0.115740741,0.1000,,,,
0.005920972,540475,51310,492563670,-1229223551,,,0.115740741,0.1000,,,,
0.005922153,540575,51310,492563670,-1229223551,,,0.118055556,0.1000,,,,
0.005923299,540675,50510,492563701,-1229223658,,,0.114583333,0.1000,,,,
0.005924537,540780,50510,492563701,-1229223658,,,0.123842593,0.1050,,,,
0.005925637,540875,49820,492563726,-1229223759,,,0.109953704,0.0950,,,,
0.005926771,540978,49820,492563726,-1229223759,,,0.113425926,0.1030,,,,
0.005927928,541078,49210,492563759,-1229223854,,,0.115740741,0.1000,,,,
0.005929086,541175,49210,492563759,-1229223854,,,0.115740741,0.0970,,,,
0.005930255,541275,48790,492563797,-1229223926,,,0.116898148,0.1000,,,,
0.005931412,541380,48790,492563797,-1229223926,,,0.115740741,0.1050,,,,
0.005932604,541475,48040,492563808,-1229223985,,,0.119212963,0.0950,,,,
0.005933762,541578,48040,492563808,-1229223985,,,0.115740741,0.1030,,,,
0.005934896,541675,47890,492563801,-1229224002,,,0.113425926,0.0970,,,,
0.005936111,541775,47890,492563801,-1229224002,,,0.121527778,0.1000,,,,
0.005937211,541875,47650,492563794,-1229224030,,,0.109953704,0.1000,,,,
08:33.1,541975,47650,492563794,-1229224030,,,0.119212963,0.1000,,,,
08:33.2,542075,47350,492563787,-1229224054,,,0.115740741,0.1000,,,,
08:33.3,542175,47350,492563787,-1229224054,,,0.115740741,0.1000,,,,
08:33.4,542278,47060,492563782,-1229224062,,,0.119212963,0.1030,,,,
08:33.5,542376,47060,492563782,-1229224062,,,0.112268519,0.0980,,,,
08:33.6,542475,46700,492563764,-1229224073,,,0.114583333,0.0990,,,,
08:33.7,542575,46700,492563764,-1229224073,,,0.118055556,0.1000,,,,
08:33.8,542675,46810,492563774,-1229224087,,,0.115740741,0.1000,,,,
08:33.9,542775,46810,492563774,-1229224087,,,0.119212963,0.1000,,,,
08:34.0,542875,46080,492563787,-1229224163,,,0.115740741,0.1000,,,,
08:34.1,542978,46080,492563787,-1229224163,,,0.113425926,0.1030,,,,
08:34.2,543075,45490,492563809,-1229224233,,,0.115740741,0.0970,,,,
08:34.3,543175,45490,492563809,-1229224233,,,0.115740741,0.1000,,,,
08:34.4,543278,45060,492563836,-1229224299,,,0.115740741,0.1030,,,,
08:34.5,543375,45060,492563836,-1229224299,,,0.116898148,0.0970,,,,
08:34.6,543475,44950,492563830,-1229224306,,,0.115740741,0.1000,,,,
08:34.7,543575,44950,492563830,-1229224306,,,0.115740741,0.1000,,,,
08:34.8,543675,44860,492563818,-1229224294,,,0.113425926,0.1000,,,,
08:34.9,543775,44860,492563818,-1229224294,,,0.125,0.1000,,,,
08:35.0,543875,44410,492563804,-1229224299,,,0.107638889,0.1000,,,,
08:35.1,543975,44410,492563804,-1229224299,,,0.115740741,0.1000,,,,
08:35.2,544075,44180,492563800,-1229224294,,,0.118055556,0.1000,,,,
08:35.3,544178,44180,492563800,-1229224294,,,0.115740741,0.1030,,,,
08:35.4,544275,43900,492563784,-1229224282,,,0.116898148,0.0970,,,,
08:35.5,544375,43900,492563784,-1229224282,,,0.115740741,0.1000,,,,
08:35.6,544476,43680,492563762,-1229224261,,,0.115740741,0.1010,,,,
08:35.7,544575,43680,492563762,-1229224261,,,0.115740741,0.0990,,,,
08:35.8,544675,43460,492563744,-1229224256,,,0.115740741,0.1000,,,,
08:35.9,544781,43460,492563744,-1229224256,,,0.123842593,0.1060,,,,
08:36.0,544874,43520,492563751,-1229224252,,,0.106481481,0.0930,,,,
08:36.1,544976,43520,492563751,-1229224252,,,0.116898148,0.1020,,,,
08:36.2,545076,43470,492563765,-1229224264,,,0.115740741,0.1000,,,,
08:36.3,545179,43470,492563765,-1229224264,,,0.115740741,0.1030,,,,
08:36.4,545276,43480,492563779,-1229224273,,,0.115740741,0.0970,,,,
08:36.5,545376,43480,492563779,-1229224273,,,0.115740741,0.1000,,,,
08:36.6,545476,43160,492563778,-1229224315,,,0.116898148,0.1000,,,,
08:36.7,545576,43160,492563778,-1229224315,,,0.115740741,0.1000,,,,
08:36.8,545676,43040,492563781,-1229224339,,,0.115740741,0.1000,,,,
08:36.9,545776,43040,492563781,-1229224339,,,0.121527778,0.1000,,,,
08:37.0,545874,43000,492563782,-1229224355,,,0.108796296,0.0980,,,,
08:37.1,545974,43000,492563782,-1229224355,,,0.115740741,0.1000,,,,
08:37.2,546074,42810,492563779,-1229224391,,,0.115740741,0.1000,,,,
08:37.3,546174,42810,492563779,-1229224391,,,0.116898148,0.1000,,,,
08:37.4,546274,42720,492563767,-1229224398,,,0.115740741,0.1000,,,,
08:37.5,546374,42720,492563767,-1229224398,,,0.115740741,0.1000,,,,
08:37.6,546474,42520,492563756,-1229224394,,,0.115740741,0.1000,,,,
08:37.7,546574,42520,492563756,-1229224394,,,0.116898148,0.1000,,,,
08:37.8,546677,42200,492563742,-1229224403,,,0.119212963,0.1030,,,,
08:37.9,546774,42200,492563742,-1229224403,,,0.115740741,0.0970,,,,
08:38.0,546875,42000,492563720,-1229224390,,,0.113425926,0.1010,,,,
08:38.1,546977,42000,492563720,-1229224390,,,0.119212963,0.1020,,,,
08:38.2,547075,41960,492563711,-1229224379,,,0.112268519,0.0980,,,,
08:38.3,547177,41960,492563711,-1229224379,,,0.119212963,0.1020,,,,
08:38.4,547277,41800,492563712,-1229224405,,,0.113425926,0.1000,,,,
08:38.5,547375,41800,492563712,-1229224405,,,0.115740741,0.0980,,,,
08:38.6,547475,41810,492563723,-1229224424,,,0.115740741,0.1000,,,,
08:38.7,547577,41810,492563723,-1229224424,,,0.119212963,0.1020,,,,
08:38.8,547680,41830,492563737,-1229224439,,,0.118055556,0.1030,,,,
08:38.9,547780,41830,492563737,-1229224439,,,0.122685185,0.1000,,,,
08:39.0,547877,41970,492563749,-1229224446,,,0.104166667,0.0970,,,,
08:39.1,547977,41970,492563749,-1229224446,,,0.119212963,0.1000,,,,
08:39.2,548075,41880,492563741,-1229224445,,,0.113425926,0.0980,,,,
08:39.3,548175,41880,492563741,-1229224445,,,0.115740741,0.1000,,,,
08:39.4,548277,42020,492563736,-1229224445,,,0.119212963,0.1020,,,,
08:39.5,548377,42020,492563736,-1229224445,,,0.112268519,0.1000,,,,
08:39.6,548475,42170,492563737,-1229224442,,,0.119212963,0.0980,,,,
08:39.7,548577,42170,492563737,-1229224442,,,0.113425926,0.1020,,,,
08:39.8,548678,42230,492563728,-1229224440,,,0.115740741,0.1010,,,,
08:39.9,548775,42230,492563728,-1229224440,,,0.119212963,0.0970,,,,
08:40.0,548875,42230,492563723,-1229224447,,,0.112268519,0.1000,,,,
08:40.1,548977,42230,492563723,-1229224447,,,0.119212963,0.1020,,,,
08:40.2,549077,42240,492563720,-1229224453,,,0.115740741,0.1000,,,,
08:40.3,549177,42240,492563720,-1229224453,,,0.113425926,0.1000,,,,
08:40.4,549275,42160,492563709,-1229224449,,,0.115740741,0.0980,,,,
08:40.5,549375,42160,492563709,-1229224449,,,0.119212963,0.1000,,,,
08:40.6,549475,42180,492563693,-1229224424,,,0.113425926,0.1000,,,,
08:40.7,549577,42180,492563693,-1229224424,,,0.115740741,0.1020,,,,
08:40.8,549675,42290,492563690,-1229224429,,,0.119212963,0.0980,,,,
08:40.9,549777,42290,492563690,-1229224429,,,0.118055556,0.1020,,,,
08:41.0,549875,42390,492563683,-1229224419,,,0.111111111,0.0980,,,,
08:41.1,549975,42390,492563683,-1229224419,,,0.115740741,0.1000,,,,
08:41.2,550075,42430,492563677,-1229224416,,,0.116898148,0.1000,,,,
08:41.3,550175,42430,492563677,-1229224416,,,0.115740741,0.1000,,,,
08:41.4,550278,42690,492563674,-1229224395,,,0.119212963,0.1030,,,,
08:41.5,550375,42690,492563674,-1229224395,,,0.112268519,0.0970,,,,
08:41.6,550475,42980,492563679,-1229224397,,,0.115740741,0.1000,,,,
08:41.7,550575,42980,492563679,-1229224397,,,0.116898148,0.1000,,,,
08:41.8,550675,43160,492563667,-1229224370,,,0.115740741,0.1000,,,,
08:41.9,550775,43160,492563667,-1229224370,,,0.119212963,0.1000,,,,
08:42.0,550875,43080,492563651,-1229224362,,,0.112268519,0.1000,,,,
08:42.1,550975,43080,492563651,-1229224362,,,0.116898148,0.1000,,,,
08:42.2,551076,42920,492563634,-1229224350,,,0.115740741,0.1010,,,,
08:42.3,551176,42920,492563634,-1229224350,,,0.116898148,0.1000,,,,
08:42.4,551276,42850,492563624,-1229224349,,,0.115740741,0.1000,,,,
08:42.5,551376,42850,492563624,-1229224349,,,0.116898148,0.1000,,,,
08:42.6,551474,42930,492563619,-1229224336,,,0.115740741,0.0980,,,,
08:42.7,551576,42930,492563619,-1229224336,,,0.115740741,0.1020,,,,
08:42.8,551674,42980,492563619,-1229224341,,,0.115740741,0.0980,,,,
08:42.9,551779,42980,492563619,-1229224341,,,0.119212963,0.1050,,,,
08:43.0,551877,42790,492563619,-1229224382,,,0.119212963,0.0980,,,,
08:43.1,551974,42790,492563619,-1229224382,,,0.109953704,0.0970,,,,
08:43.2,552074,42920,492563623,-1229224394,,,0.115740741,0.1000,,,,
08:43.3,552174,42920,492563623,-1229224394,,,0.115740741,0.1000,,,,
08:43.4,552274,42910,492563616,-1229224410,,,0.116898148,0.1000,,,,
08:43.5,552376,42910,492563616,-1229224410,,,0.115740741,0.1020,,,,
08:43.6,552474,42950,492563594,-1229224375,,,0.112268519,0.0980,,,,
08:43.7,552574,42950,492563594,-1229224375,,,0.119212963,0.1000,,,,
08:43.8,552674,42970,492563574,-1229224330,,,0.115740741,0.1000,,,,
08:43.9,552777,42970,492563574,-1229224330,,,0.125,0.1030,,,,
08:44.0,552876,43070,492563567,-1229224310,,,0.104166667,0.0990,,,,
08:44.1,552974,43070,492563567,-1229224310,,,0.119212963,0.0980,,,,
08:44.2,553077,42960,492563550,-1229224304,,,0.121527778,0.1030,,,,
08:44.3,553174,42960,492563550,-1229224304,,,0.109953704,0.0970,,,,
08:44.4,553274,43010,492563538,-1229224282,,,0.115740741,0.1000,,,,
08:44.5,553379,43010,492563538,-1229224282,,,0.116898148,0.1050,,,,
08:44.6,553474,43040,492563519,-1229224228,,,0.115740741,0.0950,,,,
08:44.7,553574,43040,492563519,-1229224228,,,0.115740741,0.1000,,,,
08:44.8,553674,42970,492563503,-1229224199,,,0.116898148,0.1000,,,,
08:44.9,553774,42970,492563503,-1229224199,,,0.115740741,0.1000,,,,
08:45.0,553874,43000,492563481,-1229224152,,,0.115740741,0.1000,,,,
08:45.1,553974,43000,492563481,-1229224152,,,0.113425926,0.1000,,,,
08:45.2,554074,42780,492563466,-1229224142,,,0.118055556,0.1000,,,,
08:45.3,554174,42780,492563466,-1229224142,,,0.115740741,0.1000,,,,
08:45.4,554274,42560,492563448,-1229224122,,,0.116898148,0.1000,,,,
08:45.5,554374,42560,492563448,-1229224122,,,0.115740741,0.1000,,,,
08:45.6,554476,42500,492563441,-1229224095,,,0.115740741,0.1020,,,,
08:45.7,554574,42500,492563441,-1229224095,,,0.115740741,0.0980,,,,
08:45.8,554674,42460,492563451,-1229224116,,,0.116898148,0.1000,,,,
08:45.9,554779,42460,492563451,-1229224116,,,0.128472222,0.1050,,,,
08:46.0,554877,42620,492563466,-1229224132,,,0.108796296,0.0980,,,,
08:46.1,554974,42620,492563466,-1229224132,,,0.107638889,0.0970,,,,
08:46.2,555074,42610,492563469,-1229224136,,,0.118055556,0.1000,,,,
08:46.3,555177,42610,492563469,-1229224136,,,0.116898148,0.1030,,,,
08:46.4,555277,42600,492563478,-1229224146,,,0.121527778,0.1000,,,,
08:46.5,555374,42600,492563478,-1229224146,,,0.109953704,0.0970,,,,
08:46.6,555474,42630,492563488,-1229224165,,,0.115740741,0.1000,,,,
08:46.7,555576,42630,492563488,-1229224165,,,0.113425926,0.1020,,,,
08:46.8,555677,42600,492563483,-1229224173,,,0.121527778,0.1010,,,,
08:46.9,555774,42600,492563483,-1229224173,,,0.116898148,0.0970,,,,
08:47.0,555874,42610,492563494,-1229224188,,,0.112268519,0.1000,,,,
08:47.1,555977,42610,492563494,-1229224188,,,0.116898148,0.1030,,,,
08:47.2,556076,42430,492563509,-1229224229,,,0.121527778,0.0990,,,,
08:47.3,556176,42430,492563509,-1229224229,,,0.106481481,0.1000,,,,
08:47.4,556274,42680,492563530,-1229224245,,,0.116898148,0.0980,,,,
08:47.5,556374,42680,492563530,-1229224245,,,0.118055556,0.1000,,,,
08:47.6,556474,43130,492563562,-1229224245,,,0.115740741,0.1000,,,,
08:47.7,556574,43130,492563562,-1229224245,,,0.116898148,0.1000,,,,
08:47.8,556674,43420,492563599,-1229224243,,,0.115740741,0.1000,,,,
08:47.9,556774,43420,492563599,-1229224243,,,0.116898148,0.1000,,,,
08:48.0,556874,43420,492563623,-1229224267,,,0.115740741,0.1000,,,,
08:48.1,556976,43420,492563623,-1229224267,,,0.12037037,0.1020,,,,
08:48.2,557074,43680,492563634,-1229224266,,,0.107638889,0.0980,,,,
08:48.3,557174,43680,492563634,-1229224266,,,0.119212963,0.1000,,,,
08:48.4,557277,43680,492563630,-1229224289,,,0.118055556,0.1030,,,,
08:48.5,557374,43680,492563630,-1229224289,,,0.114583333,0.0970,,,,
08:48.6,557475,43830,492563618,-1229224277,,,0.116898148,0.1010,,,,
08:48.7,557578,43830,492563618,-1229224277,,,0.121527778,0.1030,,,,
08:48.8,557675,43910,492563611,-1229224257,,,0.109953704,0.0970,,,,
08:48.9,557780,43910,492563611,-1229224257,,,0.128472222,0.1050,,,,
08:49.0,557875,43850,492563609,-1229224269,,,0.114583333,0.0950,,,,
08:49.1,557975,43850,492563609,-1229224269,,,0.105324074,0.1000,,,,
08:49.2,558075,43630,492563592,-1229224278,,,0.115740741,0.1000,,,,
08:49.3,558175,43630,492563592,-1229224278,,,0.118055556,0.1000,,,,
08:49.4,558275,43580,492563566,-1229224244,,,0.114583333,0.1000,,,,
08:49.5,558375,43580,492563566,-1229224244,,,0.115740741,0.1000,,,,
08:49.6,558475,43520,492563542,-1229224209,,,0.115740741,0.1000,,,,
08:49.7,558575,43520,492563542,-1229224209,,,0.116898148,0.1000,,,,
08:49.8,558678,43720,492563551,-1229224194,,,0.121527778,0.1030,,,,
08:49.9,558778,43720,492563551,-1229224194,,,0.115740741,0.1000,,,,
08:50.0,558875,43850,492563569,-1229224213,,,0.109953704,0.0970,,,,
08:50.1,558975,43850,492563569,-1229224213,,,0.115740741,0.1000,,,,
08:50.2,559078,44050,492563582,-1229224219,,,0.122685185,0.1030,,,,
08:50.3,559175,44050,492563582,-1229224219,,,0.109953704,0.0970,,,,
08:50.4,559275,43900,492563569,-1229224212,,,0.115740741,0.1000,,,,
08:50.5,559375,43900,492563569,-1229224212,,,0.115740741,0.1000,,,,
08:50.6,559475,43940,492563537,-1229224186,,,0.116898148,0.1000,,,,
08:50.7,559576,43940,492563537,-1229224186,,,0.115740741,0.1010,,,,
08:50.8,559674,44180,492563529,-1229224170,,,0.115740741,0.0980,,,,
08:50.9,559776,44180,492563529,-1229224170,,,0.122685185,0.1020,,,,
08:51.0,559874,44400,492563530,-1229224145,,,0.113425926,0.0980,,,,
08:51.1,559976,44400,492563530,-1229224145,,,0.112268519,0.1020,,,,
08:51.2,560075,44200,492563516,-1229224136,,,0.115740741,0.0990,,,,
08:51.3,560174,44200,492563516,-1229224136,,,0.115740741,0.0990,,,,
08:51.4,560276,44500,492563513,-1229224106,,,0.115740741,0.1020,,,,
08:51.5,560374,44500,492563513,-1229224106,,,0.115740741,0.0980,,,,
08:51.6,560474,44680,492563514,-1229224100,,,0.118055556,0.1000,,,,
08:51.7,560574,44680,492563514,-1229224100,,,0.108796296,0.1000,,,,
08:51.8,560675,44620,492563529,-1229224118,,,0.121527778,0.1010,,,,
08:51.9,560774,44620,492563529,-1229224118,,,0.121527778,0.0990,,,,
08:52.0,560876,44620,492563544,-1229224131,,,0.109953704,0.1020,,,,
08:52.1,560974,44620,492563544,-1229224131,,,0.116898148,0.0980,,,,
08:52.2,561076,44500,492563548,-1229224131,,,0.115740741,0.1020,,,,
08:52.3,561174,44500,492563548,-1229224131,,,0.115740741,0.0980,,,,
08:52.4,561274,44400,492563553,-1229224133,,,0.113425926,0.1000,,,,
