BBB Time,Weeks,Secs
01:15:09.827,2156,516259900
01:15:09.861,2156,516260000
01:15:09.962,2156,516260100
01:15:10.066,2156,516260200
01:15:10.157,2156,516260300
01:15:10.257,2156,516260400
01:15:10.360,2156,516260500
01:15:10.459,2156,516260600
01:15:10.564,2156,516260700
01:15:10.656,2156,516260800
01:15:10.754,2156,516260900
01:15:10.855,2156,516261000
01:15:10.953,2156,516261100
01:15:11.060,2156,516261200
01:15:11.152,2156,516261300
01:15:11.252,2156,516261400
01:15:11.352,2156,516261500
01:15:11.451,2156,516261600
01:15:11.557,2156,516261700
01:15:11.651,2156,516261800
01:15:11.817,2156,516261900
01:15:11.850,2156,516262000
01:15:11.949,2156,516262100
01:19:07.238,2156,516498500
01:19:07.336,2156,516498600
01:19:07.435,2156,516498700
01:19:07.535,2156,516498800
01:19:07.638,2156,516498900
01:19:07.735,2156,516499000
01:19:07.833,2156,516499100
01:19:07.932,2156,516499200
01:19:08.032,2156,516499300
01:19:08.132,2156,516499400
01:19:08.232,2156,516499500
01:19:08.331,2156,516499600
01:19:08.430,2156,516499700
01:19:08.530,2156,516499800
01:19:08.719,2156,516499900
01:19:08.739,2156,516500000
01:19:08.828,2156,516500100
01:19:08.928,2156,516500200
01:19:09.027,2156,516500300
01:19:09.127,2156,516500400
01:19:09.227,2156,516500500
01:19:09.326,2156,516500600
01:19:09.425,2156,516500700
01:19:09.525,2156,516500800
01:19:09.627,2156,516500900
01:19:09.724,2156,516501000
01:19:09.825,2156,516501100
01:19:09.923,2156,516501200
01:19:10.023,2156,516501300
01:19:10.123,2156,516501400
01:19:10.224,2156,516501500
01:19:10.323,2156,516501600
01:19:10.421,2156,516501700
01:19:10.521,2156,516501800
01:19:10.709,2156,516501900
01:19:10.728,2156,516502000
01:19:10.820,2156,516502100
01:19:10.920,2156,516502200
01:19:11.019,2156,516502300
01:19:11.118,2156,516502400
01:19:11.219,2156,516502500
01:19:11.317,2156,516502600
01:19:11.421,2156,516502700
01:19:11.517,2156,516502800
01:19:11.616,2156,516502900
01:19:11.718,2156,516503000
01:19:11.817,2156,516503100
01:19:11.916,2156,516503200
01:19:12.014,2156,516503300
01:19:12.116,2156,516503400
01:19:12.215,2156,516503500
01:19:12.313,2156,516503600
01:19:12.413,2156,516503700
01:19:12.512,2156,516503800
01:19:12.700,2156,516503900
01:19:12.720,2156,516504000
01:19:12.812,2156,516504100
01:19:12.911,2156,516504200
01:19:13.011,2156,516504300
01:19:13.109,2156,516504400
01:19:13.209,2156,516504500
01:19:13.309,2156,516504600
01:19:13.408,2156,516504700
01:19:13.511,2156,516504800
01:19:13.607,2156,516504900
01:19:13.712,2156,516505000
