BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon
01:15:10.636,4717068,40080,492563487,-1229224123
01:15:10.735,4717165,40080,492563486,-1229224124
01:15:10.835,4717266,40080,492563486,-1229224124
01:15:10.935,4717366,40090,492563486,-1229224124
01:15:11.037,4717468,40090,492563486,-1229224125
01:15:11.136,4717568,40090,492563485,-1229224126
01:15:11.233,4717666,40100,492563485,-1229224126
01:15:11.339,4717768,40100,492563485,-1229224126
01:15:11.433,4717866,40100,492563484,-1229224126
01:15:11.532,4717966,40100,492563484,-1229224127
01:15:11.634,4718068,40100,492563484,-1229224127
01:15:11.731,4718166,40100,492563483,-1229224127
01:19:07.217,4954764,40230,492563205,-1229224195
01:19:07.316,4954866,40220,492563204,-1229224196
01:19:07.408,4954969,40220,492563204,-1229224197
01:19:07.806,4955366,40210,492563203,-1229224202
01:19:07.908,4955464,40210,492563202,-1229224203
01:19:08.008,4955564,40210,492563202,-1229224203
01:19:08.107,4955664,40220,492563202,-1229224203
01:19:08.217,4955766,40220,492563202,-1229224204
01:19:08.316,4955864,40220,492563201,-1229224203
01:19:08.411,4955966,40230,492563201,-1229224203
01:19:08.503,4956064,40230,492563201,-1229224203
01:19:08.605,4956164,40240,492563200,-1229224202
01:19:08.709,4956269,40240,492563200,-1229224202
01:19:08.804,4956366,40250,492563200,-1229224202
01:19:08.906,4956466,40250,492563200,-1229224202
01:19:09.003,4956564,40250,492563201,-1229224202
01:19:09.105,4956666,40260,492563201,-1229224201
01:19:09.212,4956769,40260,492563201,-1229224201
01:19:09.302,4956864,40260,492563201,-1229224200
01:19:09.403,4956966,40260,492563201,-1229224199
01:19:09.501,4957064,40270,492563201,-1229224198
01:19:09.600,4957164,40270,492563202,-1229224197
01:19:09.698,4957264,40280,492563202,-1229224196
01:19:09.797,4957364,40280,492563203,-1229224195
01:19:09.899,4957464,40290,492563203,-1229224194
01:19:09.998,4957564,40290,492563203,-1229224193
01:19:10.098,4957664,40300,492563204,-1229224192
01:19:10.203,4957766,40310,492563204,-1229224192
01:19:10.295,4957864,40310,492563205,-1229224191
01:19:10.402,4957966,40320,492563205,-1229224190
01:19:10.496,4958064,40320,492563205,-1229224189
01:19:10.596,4958164,40320,492563206,-1229224189
01:19:10.696,4958266,40320,492563206,-1229224188
01:19:10.795,4958364,40320,492563206,-1229224188
01:19:10.895,4958466,40320,492563207,-1229224188
01:19:10.994,4958564,40320,492563207,-1229224188
01:19:11.094,4958666,40320,492563207,-1229224188
01:19:11.199,4958767,40320,492563207,-1229224188
01:19:11.293,4958864,40320,492563207,-1229224188
01:19:11.398,4958966,40310,492563207,-1229224189
01:19:11.497,4959066,40310,492563207,-1229224190
