BBB Time,Mag Vals,Lamor
01:15:08.538,65804.556,349
01:15:08.637,66742.865,334
01:15:08.737,66158.062,322
01:15:08.837,66886.094,332
01:15:08.936,65773.084,356
01:15:09.036,66822.534,356
01:15:09.135,65675.752,361
01:15:09.235,66944.94,344
01:15:09.334,64895.987,315
01:15:09.434,65780.737,366
01:15:09.533,63902.233,339
01:15:09.633,63479.221,325
01:15:09.732,63653.42,332
01:15:09.832,64224.275,332
01:15:09.931,65453.708,342
01:15:10.031,66660.82,334
01:15:10.131,65718.271,359
01:15:10.230,66818.128,332
01:15:10.330,65720.802,342
01:15:10.429,66858.586,325
01:15:10.529,65241.432,332
01:15:10.628,66961.169,332
01:15:10.728,66038.879,352
01:15:10.827,65991.923,315
01:15:10.927,66013.483,342
01:15:11.026,65131.11,344
01:15:11.126,63836.29,352
01:15:11.226,62757.487,354
01:15:11.325,62701.029,349
01:15:11.425,63562.961,327
01:15:11.524,62291.269,381
01:15:11.624,63442.769,317
01:15:11.723,62299.76,359
01:15:11.823,63554.587,332
01:15:11.922,65965.065,325
01:15:12.022,66934.021,371
01:15:12.121,65490.109,322
01:15:12.221,65742.361,337
01:15:12.321,65801.846,330
01:15:12.420,67057.749,342
01:15:12.520,66008.237,354
01:15:12.619,66870.714,337
01:15:12.719,66023.573,315
01:15:12.818,66790.107,334
01:15:12.918,65477.877,325
01:15:13.017,64717.189,356
01:15:13.117,64282.905,330
01:15:13.216,64347.824,330
01:15:13.316,65462.905,396
01:15:13.415,66940.162,342
01:15:13.515,65747.81,347
01:15:13.614,66643.674,334
01:15:13.714,65545.646,315
01:15:13.813,67015.883,374
01:15:13.913,64993.435,347
01:15:14.012,67015.247,322
01:15:14.112,65860.769,327
01:15:14.212,66881.482,330
01:15:14.311,65695.464,334
01:15:14.411,66684.802,347
01:15:14.510,65941.1,352
01:15:14.610,66793.267,337
01:15:14.709,65843.739,313
01:15:14.809,66836.233,337
01:15:14.908,65811.048,330
01:15:15.008,66635.909,334
01:15:15.107,65886.911,349
01:15:15.207,66911.124,325
01:15:15.307,65070.38,325
01:15:15.406,66841.811,317
01:15:15.506,66041.379,327
01:15:15.605,66883.857,339
01:15:15.705,65489.547,356
01:15:15.804,66730.467,330
01:15:15.904,65684.09,347
01:15:16.003,66630.463,342
01:15:16.103,64239.322,347
01:15:16.203,63055.359,317
01:15:16.302,65422.101,349
01:15:16.402,66957.748,334
01:15:16.501,65886.971,352
01:15:16.601,66848.966,322
01:15:16.700,65984.422,342
01:15:16.800,66699.479,337
01:15:16.899,65960.397,364
01:15:16.999,66818.66,325
