BBB Time,Mav Time,Mav Alt,Mav Lat,Mav Lon
00:46:32.778,2990865,39310,492563706,-1229224321
00:46:32.867,2990965,39320,492563705,-1229224321
00:46:32.942,2991065,39320,492563704,-1229224322
00:46:33.052,2991165,39320,492563703,-1229224323
00:46:33.151,2991265,39330,492563702,-1229224323
00:46:33.251,2991368,39330,492563702,-1229224323
00:46:33.345,2991465,39330,492563701,-1229224324
00:46:33.437,2991565,39330,492563701,-1229224324
00:46:33.551,2991668,39340,492563700,-1229224325
00:46:33.666,2991765,39340,492563700,-1229224325
00:46:33.773,2991865,39350,492563699,-1229224326
00:46:33.872,2991965,39350,492563699,-1229224326
01:08:13.083,4297566,39840,492563274,-1229224305
01:08:13.179,4297666,39840,492563275,-1229224304
01:08:13.577,4298066,39850,492563276,-1229224302
01:08:13.679,4298164,39850,492563276,-1229224302
01:08:13.781,4298267,39850,492563276,-1229224301
01:08:13.876,4298364,39850,492563276,-1229224301
01:08:13.978,4298469,39850,492563277,-1229224300
01:08:14.075,4298566,39850,492563277,-1229224299
01:08:14.177,4298664,39850,492563277,-1229224299
01:08:14.277,4298766,39850,492563278,-1229224298
01:08:14.376,4298864,39850,492563278,-1229224297
01:08:14.476,4298964,39850,492563278,-1229224296
01:08:14.575,4299064,39850,492563278,-1229224295
01:08:14.675,4299164,39840,492563278,-1229224295
01:08:14.782,4299267,39840,492563277,-1229224294
01:08:14.878,4299364,39840,492563277,-1229224293
01:08:14.973,4299464,39840,492563277,-1229224292
01:08:15.073,4299564,39840,492563277,-1229224291
01:08:15.172,4299664,39840,492563277,-1229224290
01:08:15.279,4299764,39840,492563277,-1229224290
01:08:15.376,4299867,39840,492563277,-1229224289
01:08:15.472,4299964,39830,492563277,-1229224289
01:08:15.570,4300064,39830,492563276,-1229224288
01:08:15.671,4300164,39830,492563276,-1229224288
01:08:15.770,4300264,39830,492563276,-1229224288
01:08:15.871,4300367,39820,492563276,-1229224287
01:08:15.969,4300467,39820,492563275,-1229224287
01:08:16.068,4300565,39820,492563275,-1229224287
01:08:16.168,4300664,39820,492563275,-1229224287
01:08:16.273,4300765,39810,492563275,-1229224287
01:08:16.367,4300865,39810,492563275,-1229224287
01:08:16.467,4300964,39810,492563274,-1229224287
01:08:16.566,4301065,39810,492563274,-1229224287
01:08:16.666,4301165,39810,492563274,-1229224286
01:08:16.765,4301265,39800,492563273,-1229224286
01:08:16.865,4301367,39800,492563273,-1229224286
01:08:16.964,4301465,39800,492563273,-1229224286
01:08:17.064,4301564,39790,492563272,-1229224287
01:08:17.164,4301665,39790,492563272,-1229224287
01:08:17.274,4301770,39790,492563272,-1229224287
01:08:17.378,4301867,39790,492563271,-1229224287
01:08:17.467,4301965,39780,492563271,-1229224287
01:08:17.562,4302064,39780,492563270,-1229224288
01:08:17.662,4302164,39780,492563270,-1229224288
01:08:17.761,4302265,39780,492563269,-1229224288
01:08:17.861,4302365,39780,492563269,-1229224288
01:08:17.961,4302464,39780,492563269,-1229224289
01:08:18.058,4302564,39770,492563269,-1229224289
01:08:18.160,4302664,39770,492563269,-1229224289
01:08:18.265,4302765,39770,492563269,-1229224289
01:08:18.364,4302865,39760,492563268,-1229224289
01:08:18.459,4302965,39760,492563268,-1229224289
01:08:18.558,4303065,39760,492563268,-1229224289
01:08:18.658,4303165,39760,492563268,-1229224290
01:08:18.758,4303265,39760,492563268,-1229224290
01:08:18.859,4303365,39750,492563269,-1229224290
01:08:18.957,4303465,39750,492563269,-1229224290
01:08:19.054,4303565,39750,492563269,-1229224291
01:08:19.156,4303665,39740,492563268,-1229224291
01:08:19.263,4303765,39740,492563268,-1229224291
01:08:19.355,4303865,39740,492563268,-1229224290
01:08:19.455,4303965,39740,492563267,-1229224289
01:08:19.554,4304065,39740,492563267,-1229224289
01:08:19.654,4304165,39740,492563268,-1229224288
01:08:19.754,4304265,39740,492563267,-1229224288
01:08:19.854,4304365,39740,492563267,-1229224288
01:08:19.953,4304465,39740,492563266,-1229224288
01:08:20.052,4304565,39740,492563266,-1229224288
01:08:20.152,4304665,39730,492563265,-1229224288
01:08:20.257,4304765,39740,492563265,-1229224288
01:08:20.351,4304865,39740,492563264,-1229224287
01:08:20.451,4304965,39740,492563264,-1229224287
01:08:20.549,4305064,39740,492563263,-1229224287
01:08:20.648,4305164,39730,492563263,-1229224287
01:08:20.753,4305271,39730,492563262,-1229224287
01:08:20.847,4305364,39730,492563261,-1229224287
01:08:20.947,4305464,39730,492563261,-1229224287
01:08:21.046,4305564,39730,492563260,-1229224287
01:08:21.146,4305664,39730,492563260,-1229224287
01:08:21.249,4305768,39720,492563259,-1229224287
01:08:21.345,4305864,39720,492563258,-1229224287
01:08:21.445,4305964,39730,492563257,-1229224288
01:08:21.544,4306064,39730,492563257,-1229224288
01:08:21.644,4306166,39730,492563257,-1229224289
01:08:21.746,4306266,39730,492563256,-1229224289
01:08:21.843,4306364,39740,492563256,-1229224289
01:08:21.942,4306464,39740,492563255,-1229224289
01:08:22.042,4306566,39740,492563255,-1229224290
01:08:22.144,4306664,39750,492563255,-1229224290
01:08:22.248,4306766,39750,492563254,-1229224290
01:08:22.341,4306866,39750,492563253,-1229224290
01:08:22.440,4306964,39760,492563253,-1229224290
01:08:22.540,4307064,39760,492563252,-1229224289
01:08:22.639,4307164,39760,492563251,-1229224289
01:08:22.739,4307269,39760,492563250,-1229224289
01:08:22.841,4307364,39760,492563250,-1229224288
01:08:22.938,4307465,39760,492563249,-1229224288
01:08:23.038,4307564,39760,492563249,-1229224288
01:08:23.137,4307664,39760,492563248,-1229224287
01:08:23.242,4307764,39760,492563248,-1229224287
01:08:23.337,4307866,39760,492563247,-1229224287
01:08:23.436,4307964,39760,492563247,-1229224287
01:08:23.536,4308064,39750,492563246,-1229224287
01:08:23.635,4308164,39750,492563246,-1229224287
01:08:23.734,4308264,39750,492563245,-1229224287
01:08:23.860,4308365,39750,492563244,-1229224288
01:08:23.940,4308464,39740,492563243,-1229224288
01:08:24.033,4308564,39740,492563243,-1229224288
01:08:24.133,4308666,39740,492563242,-1229224288
01:08:24.240,4308765,39750,492563241,-1229224288
01:08:24.332,4308864,39750,492563241,-1229224288
01:08:24.431,4308964,39750,492563240,-1229224287
01:08:24.531,4309064,39760,492563240,-1229224287
01:08:24.630,4309164,39760,492563239,-1229224287
01:08:24.733,4309266,39770,492563239,-1229224287
01:08:24.830,4309364,39780,492563238,-1229224287
01:08:24.929,4309464,39780,492563238,-1229224287
01:08:25.028,4309565,39790,492563238,-1229224287
01:08:25.130,4309664,39800,492563237,-1229224287
01:08:25.231,4309769,39800,492563237,-1229224287
01:08:25.327,4309866,39810,492563236,-1229224287
01:08:25.427,4309964,39820,492563236,-1229224287
01:08:25.526,4310064,39830,492563236,-1229224286
01:08:25.626,4310165,39840,492563236,-1229224286
01:08:25.728,4310264,39840,492563236,-1229224285
01:08:25.827,4310364,39850,492563236,-1229224284
01:08:25.924,4310464,39860,492563236,-1229224283
01:08:26.027,4310564,39870,492563236,-1229224282
01:08:26.124,4310664,39880,492563236,-1229224281
01:08:26.226,4310766,39890,492563236,-1229224280
01:08:26.325,4310866,39900,492563236,-1229224279
01:08:26.422,4310964,39910,492563236,-1229224278
01:08:26.522,4311065,39920,492563237,-1229224277
01:08:26.621,4311164,39930,492563237,-1229224276
01:08:26.721,4311264,39940,492563237,-1229224275
01:08:26.821,4311366,39950,492563237,-1229224275
01:08:26.920,4311466,39950,492563237,-1229224274
01:08:27.019,4311564,39960,492563236,-1229224274
01:08:27.119,4311664,39970,492563235,-1229224273
01:08:27.221,4311764,39980,492563235,-1229224273
01:08:27.318,4311866,39980,492563234,-1229224273
