BBB Time,Mav Time,Mav Roll,Mav Pitch,Mav Yaw
01:27:10.469,5440268,0.01057378575205803,-0.061387695372104645,-1.5305246114730835
01:27:10.565,5440366,0.010298334062099457,-0.061646267771720886,-1.5306628942489624
01:27:10.664,5440465,0.010420355945825577,-0.062362901866436005,-1.5308127403259277
01:27:10.764,5440565,0.011235928162932396,-0.06253132969141006,-1.5300049781799316
01:27:10.863,5440666,0.009881692007184029,-0.061537519097328186,-1.5318973064422607
01:27:10.967,5440765,0.008843068964779377,-0.06069912761449814,-1.5334736108779907
01:27:11.062,5440866,0.010400628671050072,-0.06123030185699463,-1.5324733257293701
01:27:11.162,5440966,0.009595464915037155,-0.06192035973072052,-1.5303317308425903
01:27:11.261,5441065,0.010209804400801659,-0.06128266453742981,-1.5318924188613892
01:27:11.365,5441168,0.008247449062764645,-0.06067408621311188,-1.5338199138641357
01:27:11.461,5441265,0.01031547598540783,-0.060253433883190155,-1.5324583053588867
01:30:19.670,5630369,0.009262071922421455,-0.06176183372735977,-1.5167263746261597
01:30:19.767,5630464,0.009800279513001442,-0.0631377100944519,-1.516953945159912
01:30:19.867,5630564,0.008544836193323135,-0.06319110840559006,-1.5172667503356934
01:30:20.168,5630864,0.009017540141940117,-0.062371425330638885,-1.5176321268081665
01:30:20.267,5630967,0.008960355073213577,-0.06292673945426941,-1.5170328617095947
01:30:20.369,5631064,0.008615905418992043,-0.061736881732940674,-1.516913890838623
01:30:20.476,5631164,0.008486769162118435,-0.06089795380830765,-1.5177907943725586
01:30:20.577,5631264,0.008502773940563202,-0.06229342520236969,-1.5172590017318726
01:30:20.667,5631364,0.00850384309887886,-0.06307047605514526,-1.5167728662490845
01:30:20.763,5631464,0.008363482542335987,-0.062063030898571014,-1.5174168348312378
01:30:20.859,5631564,0.007801611442118883,-0.061294861137866974,-1.517600655555725
01:30:20.959,5631664,0.008425741456449032,-0.06244158744812012,-1.5170562267303467
01:30:21.064,5631764,0.007976746186614037,-0.06335011124610901,-1.517078161239624
01:30:21.161,5631867,0.008253416046500206,-0.062440283596515656,-1.517573595046997
01:30:21.263,5631969,0.007925756275653839,-0.061770349740982056,-1.5172770023345947
01:30:21.358,5632064,0.008262040093541145,-0.06278287619352341,-1.5172240734100342
01:30:21.457,5632164,0.008404822088778019,-0.06355337053537369,-1.5175050497055054
01:30:21.556,5632264,0.008308897726237774,-0.06280259788036346,-1.5173453092575073
01:30:21.661,5632367,0.008434455841779709,-0.06206522881984711,-1.517464280128479
01:30:21.755,5632464,0.008512275293469429,-0.06293866038322449,-1.5176314115524292
01:30:21.855,5632564,0.008633272722363472,-0.06363797187805176,-1.5174485445022583
01:30:21.954,5632664,0.008700652047991753,-0.06291742622852325,-1.5173583030700684
01:30:22.059,5632764,0.008279677480459213,-0.062269195914268494,-1.5176136493682861
01:30:22.154,5632864,0.008628588169813156,-0.0628776028752327,-1.5175427198410034
01:30:22.253,5632964,0.008466999977827072,-0.06348764151334763,-1.5171680450439453
01:30:22.358,5633069,0.008509982377290726,-0.06283089518547058,-1.517537236213684
01:30:22.452,5633164,0.008181006647646427,-0.06221131235361099,-1.5176578760147095
01:30:22.551,5633264,0.008197294548153877,-0.06288149207830429,-1.5172830820083618
01:30:22.656,5633367,0.008128923363983631,-0.06360786408185959,-1.5172860622406006
01:30:22.754,5633464,0.007830778136849403,-0.06320873647928238,-1.5175052881240845
01:30:22.855,5633569,0.007735629100352526,-0.06265779584646225,-1.5174680948257446
01:30:22.953,5633664,0.007658773101866245,-0.06327197700738907,-1.5173585414886475
01:30:23.055,5633764,0.00772835360839963,-0.06382816284894943,-1.5174596309661865
01:30:23.148,5633864,0.007672905456274748,-0.06329266726970673,-1.5174387693405151
01:30:23.248,5633964,0.007502018008381128,-0.06267871707677841,-1.51746666431427
01:30:23.348,5634064,0.007648075930774212,-0.06309311836957932,-1.51753568649292
01:30:23.450,5634167,0.007562100421637297,-0.06360170245170593,-1.5173664093017578
01:30:23.547,5634264,0.007551850751042366,-0.06305850297212601,-1.5174367427825928
01:30:23.646,5634364,0.00740449083968997,-0.06256643682718277,-1.5176235437393188
01:30:23.746,5634464,0.007535732816904783,-0.06296753883361816,-1.5175281763076782
01:30:23.851,5634569,0.007661756128072739,-0.0633871778845787,-1.5173990726470947
01:30:23.945,5634664,0.007622662000358105,-0.06300214678049088,-1.5175176858901978
01:30:24.050,5634764,0.007724417839199305,-0.06254461407661438,-1.517605185508728
01:30:24.155,5634864,0.0077880737371742725,-0.06295522302389145,-1.5174750089645386
01:30:24.244,5634964,0.008062377572059631,-0.06330954283475876,-1.517435073852539
01:30:24.344,5635064,0.008121434599161148,-0.06287240236997604,-1.517578363418579
01:30:24.443,5635164,0.008114488795399666,-0.0625128522515297,-1.5176573991775513
01:30:24.542,5635264,0.008245324715971947,-0.06280799955129623,-1.517697811126709
01:30:24.644,5635364,0.008197684772312641,-0.06317722797393799,-1.5176105499267578
01:30:24.741,5635464,0.008251702412962914,-0.06269948929548264,-1.517697811126709
01:30:24.841,5635564,0.008147725835442543,-0.06223660707473755,-1.517797827720642
01:30:24.940,5635664,0.00817361194640398,-0.06254594773054123,-1.5177727937698364
01:30:25.050,5635769,0.008212199434638023,-0.06281649321317673,-1.517706274986267
01:30:25.152,5635864,0.008199695497751236,-0.06244437396526337,-1.517814040184021
01:30:25.239,5635964,0.008266115561127663,-0.062140755355358124,-1.517835021018982
01:30:25.339,5636064,0.008301787078380585,-0.06254275143146515,-1.517746925354004
