BBB Time,Mav Time,Mav Roll,Mav Pitch,Mav Yaw
00:24:26.791,5485463,0.01671704091131687,-0.08155316859483719,-1.5739707946777344
00:24:26.891,5485563,0.016771677881479263,-0.08138933032751083,-1.5740159749984741
00:24:26.992,5485663,0.01690567471086979,-0.08134813606739044,-1.5741430521011353
00:24:27.098,5485763,0.017252938821911812,-0.08171867579221725,-1.574052333831787
00:24:27.192,5485863,0.017423920333385468,-0.08272413909435272,-1.573279619216919
00:24:27.293,5485963,0.017405768856406212,-0.08172110468149185,-1.5740034580230713
00:24:27.393,5486063,0.017220687121152878,-0.08099430054426193,-1.573716402053833
00:24:27.493,5486163,0.01710694469511509,-0.0805501788854599,-1.5740848779678345
00:24:27.598,5486268,0.01690465211868286,-0.0809779092669487,-1.5744725465774536
00:24:27.694,5486363,0.017952177673578262,-0.0811835303902626,-1.5736407041549683
00:24:27.794,5486463,0.017313016578555107,-0.08079428970813751,-1.5730760097503662
00:24:27.894,5486563,0.017446354031562805,-0.08082354068756104,-1.5745091438293457
00:28:09.509,5706861,0.021363018080592155,-0.08203283697366714,-1.6057697534561157
00:28:09.595,5706961,0.023010781034827232,-0.08285877108573914,-1.604965329170227
00:28:09.695,5707061,0.02088932693004608,-0.08297325670719147,-1.6055519580841064
00:28:10.100,5707461,0.02166660688817501,-0.0824451670050621,-1.6061650514602661
00:28:10.198,5707561,0.019610464572906494,-0.08159946650266647,-1.6064175367355347
00:28:10.299,5707661,0.020304465666413307,-0.08061140030622482,-1.6076033115386963
00:28:10.405,5707763,0.019962767139077187,-0.08198689669370651,-1.6067291498184204
00:28:10.505,5707861,0.020367108285427094,-0.0825362578034401,-1.6056524515151978
00:28:10.601,5707961,0.01988987997174263,-0.08161890506744385,-1.606967806816101
00:28:10.701,5708061,0.01851411536335945,-0.08109373599290848,-1.607494592666626
00:28:10.802,5708161,0.019685767590999603,-0.08183213323354721,-1.6066303253173828
00:28:10.903,5708261,0.018994731828570366,-0.0827612429857254,-1.6058703660964966
00:28:11.003,5708361,0.019082635641098022,-0.08187758177518845,-1.6069399118423462
00:28:11.104,5708461,0.018349485471844673,-0.08127572387456894,-1.607232689857483
00:28:11.204,5708561,0.018419012427330017,-0.08225904405117035,-1.6067311763763428
00:28:11.305,5708661,0.01928228698670864,-0.08293508738279343,-1.6063461303710938
00:28:11.411,5708761,0.018125122413039207,-0.08247697353363037,-1.6065528392791748
00:28:11.512,5708861,0.01860869862139225,-0.08170738071203232,-1.6073741912841797
00:28:11.607,5708961,0.018278678879141808,-0.08263668417930603,-1.6069077253341675
00:28:11.707,5709061,0.018963340669870377,-0.08329160511493683,-1.6061562299728394
00:28:11.808,5709161,0.018652407452464104,-0.08275708556175232,-1.6068276166915894
00:28:11.909,5709261,0.017950737848877907,-0.082204170525074,-1.6074267625808716
00:28:12.011,5709363,0.0187898688018322,-0.08271779865026474,-1.6070581674575806
00:28:12.110,5709461,0.018507136031985283,-0.08351432532072067,-1.6063296794891357
00:28:12.211,5709561,0.018834853544831276,-0.08282124996185303,-1.6069968938827515
00:28:12.311,5709661,0.018150605261325836,-0.08221378177404404,-1.6073896884918213
00:28:12.422,5709766,0.018535340204834938,-0.08261953294277191,-1.6070847511291504
00:28:12.533,5709861,0.01900014653801918,-0.08309306204319,-1.6066782474517822
00:28:12.618,5709961,0.01825941540300846,-0.08269152045249939,-1.6068583726882935
00:28:12.714,5710061,0.018436506390571594,-0.08185157924890518,-1.6075712442398071
00:28:12.814,5710161,0.018078593537211418,-0.0823795273900032,-1.6072357892990112
00:28:12.920,5710266,0.018800221383571625,-0.08279630541801453,-1.6067501306533813
00:28:13.018,5710361,0.01841803453862667,-0.08246897906064987,-1.6071339845657349
00:28:13.116,5710461,0.018033768981695175,-0.0819040834903717,-1.6076124906539917
00:28:13.217,5710561,0.018544767051935196,-0.08221522718667984,-1.6074212789535522
00:28:13.317,5710661,0.018271077424287796,-0.08285866677761078,-1.6068780422210693
00:28:13.423,5710763,0.018509631976485252,-0.0824599415063858,-1.6072933673858643
