BBB Time,Laser
03:25:06.692,0.07999999821186066
03:25:06.787,0.07999999821186066
03:25:06.900,0.07999999821186066
03:25:07.007,0.07999999821186066
03:25:07.112,0.07999999821186066
03:25:07.210,0.07999999821186066
03:25:07.292,0.07999999821186066
03:25:07.403,0.07999999821186066
03:25:07.522,0.07999999821186066
03:25:07.622,0.07999999821186066
03:25:07.722,0.07999999821186066
03:25:07.812,0.07999999821186066
03:25:39.318,0.07999999821186066
03:25:39.413,0.07999999821186066
03:25:39.511,0.07999999821186066
03:25:39.808,0.07999999821186066
03:25:39.919,0.08999999612569809
03:25:40.008,0.07999999821186066
03:25:40.108,0.07999999821186066
03:25:40.209,0.07000000029802322
03:25:40.309,0.07999999821186066
03:25:40.409,0.07999999821186066
03:25:40.514,0.07000000029802322
03:25:40.611,0.07000000029802322
03:25:40.711,0.07000000029802322
03:25:40.807,0.07999999821186066
03:25:40.915,0.07999999821186066
03:25:41.014,0.07999999821186066
03:25:41.110,0.07999999821186066
03:25:41.212,0.07999999821186066
03:25:41.315,0.07000000029802322
03:25:41.417,0.07999999821186066
03:25:41.517,0.07999999821186066
03:25:41.615,0.07999999821186066
03:25:41.712,0.07999999821186066
03:25:41.811,0.07999999821186066
03:25:41.917,0.07999999821186066
03:25:42.014,0.07999999821186066
03:25:42.111,0.07999999821186066
03:25:42.214,0.07999999821186066
03:25:42.311,0.08999999612569809
03:25:42.411,0.07999999821186066
03:25:42.512,0.07999999821186066
03:25:42.611,0.07999999821186066
03:25:42.719,0.07999999821186066
03:25:42.814,0.07999999821186066
03:25:42.918,0.07999999821186066
03:25:43.015,0.07999999821186066
03:25:43.115,0.07999999821186066
03:25:43.212,0.07999999821186066
03:25:43.315,0.07999999821186066
03:25:43.415,0.07999999821186066
03:25:43.515,0.07000000029802322
03:25:43.616,0.07000000029802322
03:25:43.713,0.07999999821186066
03:25:43.814,0.07999999821186066
03:25:43.920,0.07999999821186066
03:25:44.014,0.07999999821186066
03:25:44.114,0.07999999821186066
03:25:44.214,0.07999999821186066
03:25:44.314,0.07999999821186066
03:25:44.414,0.07999999821186066
03:25:44.515,0.07999999821186066
03:25:44.614,0.07999999821186066
03:25:44.715,0.07999999821186066
