BBB Time,Weeks,Secs
01:03:18.495,2157,245144700
01:03:18.596,2157,245144800
01:03:18.693,2157,245144900
01:03:18.795,2157,245145000
01:03:18.898,2157,245145100
01:03:18.998,2157,245145200
01:03:19.095,2157,245145300
01:03:19.197,2157,245145400
01:03:19.300,2157,245145500
01:03:19.398,2157,245145600
01:03:19.498,2157,245145700
01:03:19.599,2157,245145800
01:03:19.699,2157,245145900
01:03:19.801,2157,245146000
01:03:19.900,2157,245146100
01:03:20.001,2157,245146200
01:03:20.101,2157,245146300
01:03:20.202,2157,245146400
01:03:20.376,2157,245146500
01:03:20.404,2157,245146600
01:03:20.504,2157,245146700
01:03:20.605,2157,245146800
01:03:20.705,2157,245146900
01:03:20.807,2157,245147000
01:18:24.227,2157,246044300
01:18:24.328,2157,246044400
01:18:24.428,2157,246044500
01:18:24.650,2157,246044700
01:18:24.730,2157,246044800
01:18:24.832,2157,246044900
01:18:24.933,2157,246045000
01:18:25.033,2157,246045100
01:18:25.133,2157,246045200
01:18:25.234,2157,246045300
01:18:25.334,2157,246045400
01:18:25.435,2157,246045500
01:18:25.535,2157,246045600
01:18:25.636,2157,246045700
01:18:25.737,2157,246045800
01:18:25.837,2157,246045900
01:18:25.938,2157,246046000
01:18:26.040,2157,246046100
01:18:26.140,2157,246046200
01:18:26.240,2157,246046300
01:18:26.341,2157,246046400
01:18:26.441,2157,246046500
01:18:26.611,2157,246046600
01:18:26.663,2157,246046700
01:18:26.743,2157,246046800
01:18:26.844,2157,246046900
01:18:26.945,2157,246047000
01:18:27.046,2157,246047100
01:18:27.147,2157,246047200
01:18:27.247,2157,246047300
01:18:27.347,2157,246047400
01:18:27.448,2157,246047500
01:18:27.548,2157,246047600
01:18:27.649,2157,246047700
01:18:27.750,2157,246047800
01:18:27.850,2157,246047900
01:18:27.951,2157,246048000
01:18:28.054,2157,246048100
01:18:28.153,2157,246048200
01:18:28.253,2157,246048300
01:18:28.353,2157,246048400
01:18:28.454,2157,246048500
01:18:28.623,2157,246048600
01:18:28.676,2157,246048700
01:18:28.757,2157,246048800
01:18:28.858,2157,246048900
01:18:28.958,2157,246049000
01:18:29.061,2157,246049100
01:18:29.159,2157,246049200
01:18:29.260,2157,246049300
01:18:29.360,2157,246049400
01:18:29.461,2157,246049500
01:18:29.561,2157,246049600
01:18:29.662,2157,246049700
01:18:29.762,2157,246049800
01:18:29.864,2157,246049900
01:18:29.964,2157,246050000
01:18:30.065,2157,246050100
01:18:30.166,2157,246050200
01:18:30.266,2157,246050300
01:18:30.366,2157,246050400
01:18:30.467,2157,246050500
01:18:30.636,2157,246050600
01:18:30.704,2157,246050700
01:18:30.769,2157,246050800
01:18:30.870,2157,246050900
01:18:30.974,2157,246051000
01:18:31.071,2157,246051100
01:18:31.172,2157,246051200
01:18:31.273,2157,246051300
01:18:31.373,2157,246051400
01:18:31.474,2157,246051500
01:18:31.574,2157,246051600
01:18:31.674,2157,246051700
01:18:31.776,2157,246051800
01:18:31.876,2157,246051900
01:18:31.977,2157,246052000
01:18:32.110,2157,246052100
01:18:32.179,2157,246052200
01:18:32.279,2157,246052300
01:18:32.380,2157,246052400
01:18:32.481,2157,246052500
01:18:32.685,2157,246052600
01:18:32.705,2157,246052700
01:18:32.782,2157,246052800
01:18:32.886,2157,246052900
01:18:32.984,2157,246053000
01:18:33.119,2157,246053100
01:18:33.189,2157,246053200
01:18:33.285,2157,246053300
01:18:33.387,2157,246053400
01:18:33.487,2157,246053500
01:18:33.620,2157,246053600
01:18:33.687,2157,246053700
01:18:33.790,2157,246053800
01:18:33.890,2157,246053900
01:18:33.991,2157,246054000
01:18:34.124,2157,246054100
01:18:34.193,2157,246054200
01:18:34.293,2157,246054300
01:18:34.392,2157,246054400
01:18:34.494,2157,246054500
01:18:34.696,2157,246054600
01:18:34.716,2157,246054700
01:18:34.798,2157,246054800
01:18:34.897,2157,246054900
01:18:34.998,2157,246055000
01:18:35.130,2157,246055100
01:18:35.198,2157,246055200
01:18:35.299,2157,246055300
01:18:35.399,2157,246055400
01:18:35.500,2157,246055500
01:18:35.633,2157,246055600
01:18:35.701,2157,246055700
01:18:35.802,2157,246055800
01:18:35.903,2157,246055900
01:18:36.004,2157,246056000
01:18:36.137,2157,246056100
01:18:36.204,2157,246056200
01:18:36.306,2157,246056300
01:18:36.407,2157,246056400
01:18:36.508,2157,246056500
01:18:36.711,2157,246056600
01:18:36.731,2157,246056700
01:18:36.808,2157,246056800
01:18:36.912,2157,246056900
01:18:37.015,2157,246057000
01:18:37.147,2157,246057100
01:18:37.213,2157,246057200
01:18:37.312,2157,246057300
01:18:37.413,2157,246057400
01:18:37.513,2157,246057500
01:18:37.647,2157,246057600
01:18:37.714,2157,246057700
01:18:37.815,2157,246057800
01:18:37.915,2157,246057900
01:18:38.017,2157,246058000
01:18:38.149,2157,246058100
01:18:38.219,2157,246058200
01:18:38.321,2157,246058300
01:18:38.419,2157,246058400
01:18:38.520,2157,246058500
01:18:38.723,2157,246058600
01:18:38.743,2157,246058700
01:18:38.821,2157,246058800
01:18:38.922,2157,246058900
01:18:39.023,2157,246059000
01:18:39.156,2157,246059100
01:18:39.228,2157,246059200
01:18:39.329,2157,246059300
01:18:39.424,2157,246059400
01:18:39.527,2157,246059500
01:18:39.659,2157,246059600
01:18:39.727,2157,246059700
01:18:39.827,2157,246059800
01:18:39.928,2157,246059900
01:18:40.028,2157,246060000
01:18:40.162,2157,246060100
01:18:40.231,2157,246060200
01:18:40.330,2157,246060300
01:18:40.432,2157,246060400
01:18:40.533,2157,246060500
01:18:40.735,2157,246060600
01:18:40.770,2157,246060700
01:18:40.837,2157,246060800
01:18:40.937,2157,246060900
01:18:41.038,2157,246061000
01:18:41.168,2157,246061100
01:18:41.239,2157,246061200
01:18:41.337,2157,246061300
01:18:41.438,2157,246061400
01:18:41.540,2157,246061500
01:18:41.672,2157,246061600
01:18:41.740,2157,246061700
01:18:41.840,2157,246061800
01:18:41.940,2157,246061900
01:18:42.044,2157,246062000
01:18:42.174,2157,246062100
01:18:42.243,2157,246062200
01:18:42.343,2157,246062300
01:18:42.445,2157,246062400
01:18:42.545,2157,246062500
01:18:42.748,2157,246062600
01:18:42.768,2157,246062700
01:18:42.849,2157,246062800
01:18:42.949,2157,246062900
01:18:43.048,2157,246063000
01:18:43.160,2157,246063100
01:18:43.249,2157,246063200
01:18:43.348,2157,246063300
01:18:43.452,2157,246063400
01:18:43.552,2157,246063500
01:18:43.662,2157,246063600
01:18:43.751,2157,246063700
01:18:43.852,2157,246063800
01:18:43.952,2157,246063900
01:18:44.054,2157,246064000
01:18:44.165,2157,246064100
01:18:44.254,2157,246064200
01:18:44.355,2157,246064300
01:18:44.455,2157,246064400
01:18:44.557,2157,246064500
01:18:44.760,2157,246064600
01:18:44.780,2157,246064700
01:18:44.858,2157,246064800
01:18:44.962,2157,246064900
01:18:45.060,2157,246065000
01:18:45.170,2157,246065100
01:18:45.260,2157,246065200
01:18:45.361,2157,246065300
01:18:45.461,2157,246065400
01:18:45.562,2157,246065500
01:18:45.672,2157,246065600
01:18:45.763,2157,246065700
01:18:45.864,2157,246065800
